rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned
4043000,[13C].[15C].[16C][14C][15N][18O][17C]=[17O],[16C][14C][15N][18O][17C]=[17O],CCNOC=O
4043021,[13C].[15C].[16C][14C][15N][17C]([17O])[18O],[16C][14C][15N][17C]([17O])[18O],CCNC(O)O
4043027,[13C].[15C].[16C][14C][15N][17C]=[17O].[18O],[16C][14C][15N][17C]=[17O],CCNC=O
4043029,[13C].[15C].[16C][14C][15N][17C](=[17O])[18O],[16C][14C][15N][17C](=[17O])[18O],CCNC(=O)O
4043030,[13C].[15C].[16C][14C][15N]1[18O][17C]1=[17O],[16C][14C][15N]1[18O][17C]1=[17O],CCN1OC1=O
4043059,[13C].[15C].[15N][14C][16C][18O].[17C]=[17O],[15N][14C][16C][18O],NCCO
4043061,[13C].[15C].[15N][14C][16C][18O][17C]=[17O],[15N][14C][16C][18O][17C]=[17O],NCCOC=O
4043077,[13C].[15C].[17O]=[17C]1[15N][14C][16C][18O]1,[17O]=[17C]1[15N][14C][16C][18O]1,O=C1NCCO1
4043116,[13C].[15C].[15N][14C][16C][17O][17C][18O],[15N][14C][16C][17O][17C][18O],NCCOCO
4043224,[13C].[15C].[17O]=[17C][18O][15N]1[14C][16C]1,[17O]=[17C][18O][15N]1[14C][16C]1,O=CON1CC1
4043238,[13C].[15C].[17O]=[17C]([18O])[15N]1[14C][16C]1,[17O]=[17C]([18O])[15N]1[14C][16C]1,O=C(O)N1CC1
4043347,[13C].[15C].[17C][16C][14C][15N].[17O].[18O],[17C][16C][14C][15N],CCCN
4043368,[13C].[15C].[15N][14C][16C][17C][17O].[18O],[15N][14C][16C][17C][17O],NCCCO
4043369,[13C].[15C].[15N][14C][16C][17C][17O][18O],[15N][14C][16C][17C][17O][18O],NCCCOO
4043370,[13C].[15C].[17O][17C][16C][14C][15N][18O],[17O][17C][16C][14C][15N][18O],OCCCNO
4043373,[13C].[14C]1[16C][17C][17O][15N]1.[15C].[18O],[14C]1[16C][17C][17O][15N]1,C1CCON1
4043375,[13C].[15C].[15N][14C][16C][17C]([17O])[18O],[15N][14C][16C][17C]([17O])[18O],NCCC(O)O
4043376,[13C].[15C].[15N][14C][16C][17C]1[17O][18O]1,[15N][14C][16C][17C]1[17O][18O]1,NCCC1OO1
4043378,[13C].[15C].[18O][17C]1[16C][14C][15N][17O]1,[18O][17C]1[16C][14C][15N][17O]1,OC1CCNO1
4043379,[13C].[14C]1[16C][17C]2[17O][15N]1[18O]2.[15C],[14C]1[16C][17C]2[17O][15N]1[18O]2,C1CC2ON1O2
4043382,[13C].[15C].[15N][14C][16C][17C]=[17O].[18O],[15N][14C][16C][17C]=[17O],NCCC=O
4043383,[13C].[15C].[17O]=[17C][16C][14C][15N][18O],[17O]=[17C][16C][14C][15N][18O],O=CCCNO
4043384,[13C].[15C].[17O]=[17C][16C][14C][15N]=[18O],[17O]=[17C][16C][14C][15N]=[18O],O=CCCN=O
4043385,[13C].[15C].[15N][14C][16C][17C](=[17O])[18O],[15N][14C][16C][17C](=[17O])[18O],NCCC(=O)O
4043386,[13C].[15C].[17O]=[17C]1[16C][14C][15N][18O]1,[17O]=[17C]1[16C][14C][15N][18O]1,O=C1CCNO1
4043401,[13C].[15C].[17O][17C]1[16C][14C][15N]1.[18O],[17O][17C]1[16C][14C][15N]1,OC1CCN1
4043406,[13C].[15C].[17O][17C]1([18O])[16C][14C][15N]1,[17O][17C]1([18O])[16C][14C][15N]1,OC1(O)CCN1
4043407,[13C].[14C]1[16C][17C]2([15N]1)[17O][18O]2.[15C],[14C]1[16C][17C]2([15N]1)[17O][18O]2,C1CC2(N1)OO2
4043409,[13C].[15C].[18O][17C]12[16C][14C][15N]1[17O]2,[18O][17C]12[16C][14C][15N]1[17O]2,OC12CCN1O2
4043410,[13C].[15C].[17O]=[17C]1[16C][14C][15N]1.[18O],[17O]=[17C]1[16C][14C][15N]1,O=C1CCN1
4043411,[13C].[15C].[17O]=[17C]1[16C][14C][15N]1[18O],[17O]=[17C]1[16C][14C][15N]1[18O],O=C1CCN1O
4043866,[13C].[15C][18O][17C](=[17O])[15N][14C][16C],[15C][18O][17C](=[17O])[15N][14C][16C],COC(=O)NCC
4044010,[13C].[15C][18O][17C][16C][14C][15N].[17O],[15C][18O][17C][16C][14C][15N],COCCCN
4044021,[13C].[15C][18O][15N][14C][16C][17C]=[17O],[15C][18O][15N][14C][16C][17C]=[17O],CONCCC=O
4044022,[13C].[15C][18O][17C](=[17O])[16C][14C][15N],[15C][18O][17C](=[17O])[16C][14C][15N],COC(=O)CCN
4044557,[13C].[15C][17O][17C]([18O])[16C][14C][15N],[15C][17O][17C]([18O])[16C][14C][15N],COC(O)CCN
4044558,[13C].[15C][17O][17C]1[16C][14C][15N][18O]1,[15C][17O][17C]1[16C][14C][15N][18O]1,COC1CCNO1
4044573,[13C].[15C][17O][17C]1([18O])[16C][14C][15N]1,[15C][17O][17C]1([18O])[16C][14C][15N]1,COC1(O)CCN1
4044875,[13C].[15N][14C][16C][17C]1[17O][15C][18O]1,[15N][14C][16C][17C]1[17O][15C][18O]1,NCCC1OCO1
4045282,[13C].[15C][15N][14C][16C].[17O]=[17C][18O],[15C][15N][14C][16C],CNCC
4045283,[13C].[15C][15N]([14C][16C])[18O][17C]=[17O],[15C][15N]([14C][16C])[18O][17C]=[17O],CN(CC)OC=O
4045297,[13C].[15C][15N]([14C][16C])[17C](=[17O])[18O],[15C][15N]([14C][16C])[17C](=[17O])[18O],CN(CC)C(=O)O
4045313,[13C].[15C][15N][14C][16C][18O][17C]=[17O],[15C][15N][14C][16C][18O][17C]=[17O],CNCCOC=O
4045398,[13C].[15C][15N]1[14C][16C]1.[17O]=[17C][18O],[15C][15N]1[14C][16C]1,CN1CC1
4045434,[13C].[15C][15N][14C][16C][17C][18O].[17O],[15C][15N][14C][16C][17C][18O],CNCCCO
4045446,[13C].[15C][15N][14C][16C][17C]([17O])[18O],[15C][15N][14C][16C][17C]([17O])[18O],CNCCC(O)O
4045447,[13C].[15C][15N][14C][16C][17C]1[17O][18O]1,[15C][15N][14C][16C][17C]1[17O][18O]1,CNCCC1OO1
4045448,[13C].[15C][15N]1[14C][16C][17C]([17O])[18O]1,[15C][15N]1[14C][16C][17C]([17O])[18O]1,CN1CCC(O)O1
4045452,[13C].[15C][15N][14C][16C][17C]=[17O].[18O],[15C][15N][14C][16C][17C]=[17O],CNCCC=O
4045453,[13C].[15C][15N]([18O])[14C][16C][17C]=[17O],[15C][15N]([18O])[14C][16C][17C]=[17O],CN(O)CCC=O
4045454,[13C].[15C][15N][14C][16C][17C](=[17O])[18O],[15C][15N][14C][16C][17C](=[17O])[18O],CNCCC(=O)O
4045455,[13C].[15C][15N]1[14C][16C][17C](=[17O])[18O]1,[15C][15N]1[14C][16C][17C](=[17O])[18O]1,CN1CCC(=O)O1
4045464,[13C].[15C][15N]1[14C][16C][17C]1([17O])[18O],[15C][15N]1[14C][16C][17C]1([17O])[18O],CN1CCC1(O)O
4045466,[13C].[15C][15N]1[14C][16C][17C]1=[17O].[18O],[15C][15N]1[14C][16C][17C]1=[17O],CN1CCC1=O
4045690,[13C].[16C][14C][15N][15C][18O][17C]=[17O],[16C][14C][15N][15C][18O][17C]=[17O],CCNCOC=O
4045766,[13C].[17O]=[17C][16C][14C][15N][15C][18O],[17O]=[17C][16C][14C][15N][15C][18O],O=CCCNCO
4045768,[13C].[17O]=[17C]1[16C][14C][15N][15C][18O]1,[17O]=[17C]1[16C][14C][15N][15C][18O]1,O=C1CCNCO1
4046036,[13C].[18O][17C]1[16C][14C][15N][15C][17O]1,[18O][17C]1[16C][14C][15N][15C][17O]1,OC1CCNCO1
4046402,[13C].[15C]=[15N][14C][16C].[17O]=[17C][18O],[15C]=[15N][14C][16C],C=NCC
4046443,[13C].[15C]=[15N][14C][16C][17C]([17O])[18O],[15C]=[15N][14C][16C][17C]([17O])[18O],C=NCCC(O)O
4046446,[13C].[15C]=[15N][14C][16C][17C]=[17O].[18O],[15C]=[15N][14C][16C][17C]=[17O],C=NCCC=O
4046447,[13C].[15C]=[15N][14C][16C][17C](=[17O])[18O],[15C]=[15N][14C][16C][17C](=[17O])[18O],C=NCCC(=O)O
4046535,[13C].[17O]=[17C]1[16C][14C][15N]=[15C][18O]1,[17O]=[17C]1[16C][14C][15N]=[15C][18O]1,O=C1CCN=CO1
4046739,[13C].[15C][17C](=[17O])[18O][15N][14C][16C],[15C][17C](=[17O])[18O][15N][14C][16C],CC(=O)ONCC
4046791,[13C].[15C][17C](=[17O])[18O][16C][14C][15N],[15C][17C](=[17O])[18O][16C][14C][15N],CC(=O)OCCN
4047083,[13C].[15C][17C]([17O])[16C][14C][15N].[18O],[15C][17C]([17O])[16C][14C][15N],CC(O)CCN
4047090,[13C].[15C][17C]([17O])([18O])[16C][14C][15N],[15C][17C]([17O])([18O])[16C][14C][15N],CC(O)(O)CCN
4047091,[13C].[15C][17C]1([16C][14C][15N])[17O][18O]1,[15C][17C]1([16C][14C][15N])[17O][18O]1,CC1(CCN)OO1
4047093,[13C].[15C][17C]1([18O])[16C][14C][15N][17O]1,[15C][17C]1([18O])[16C][14C][15N][17O]1,CC1(O)CCNO1
4047095,[13C].[15C][17C](=[17O])[16C][14C][15N].[18O],[15C][17C](=[17O])[16C][14C][15N],CC(=O)CCN
4047096,[13C].[15C][17C](=[17O])[16C][14C][15N][18O],[15C][17C](=[17O])[16C][14C][15N][18O],CC(=O)CCNO
4047593,[13C].[15N][14C][16C][17C](=[17O])[15C][18O],[15N][14C][16C][17C](=[17O])[15C][18O],NCCC(=O)CO
4048043,[13C].[15N][14C][16C][17C]1([18O])[15C][17O]1,[15N][14C][16C][17C]1([18O])[15C][17O]1,NCCC1(O)CO1
4048623,[13C].[16C][14C][15N][15C][17C](=[17O])[18O],[16C][14C][15N][15C][17C](=[17O])[18O],CCNCC(=O)O
4048781,[13C].[17O][17C]1([18O])[15C][15N][14C][16C]1,[17O][17C]1([18O])[15C][15N][14C][16C]1,OC1(O)CNCC1
4048785,[13C].[17O]=[17C]1[15C][15N][14C][16C]1.[18O],[17O]=[17C]1[15C][15N][14C][16C]1,O=C1CNCC1
4052218,[13C].[15C][16C][14C][15N][17O][17C].[18O],[15C][16C][14C][15N][17O][17C],CCCNOC
4052222,[13C].[15C][16C][14C][15N][18O][17C][17O],[15C][16C][14C][15N][18O][17C][17O],CCCNOCO
4052224,[13C].[15C][16C][14C][15N]1[17O][17C][18O]1,[15C][16C][14C][15N]1[17O][17C][18O]1,CCCN1OCO1
4052228,[13C].[15C][16C][14C][15N][18O].[17C]=[17O],[15C][16C][14C][15N][18O],CCCNO
4052229,[13C].[15C][16C][14C][15N]=[18O].[17C]=[17O],[15C][16C][14C][15N]=[18O],CCCN=O
4052230,[13C].[15C][16C][14C][15N].[17O]=[17C][18O],[15C][16C][14C][15N],CCCN
4052231,[13C].[15C][16C][14C][15N][18O][17C]=[17O],[15C][16C][14C][15N][18O][17C]=[17O],CCCNOC=O
4052247,[13C].[15C][16C][14C][15N][17C][17O].[18O],[15C][16C][14C][15N][17C][17O],CCCNCO
4052252,[13C].[15C][16C][14C][15N][17C]([17O])[18O],[15C][16C][14C][15N][17C]([17O])[18O],CCCNC(O)O
4052253,[13C].[15C][16C][14C][15N][17C]1[17O][18O]1,[15C][16C][14C][15N][17C]1[17O][18O]1,CCCNC1OO1
4052255,[13C].[15C][16C][14C][15N]1[17O][17C]1[18O],[15C][16C][14C][15N]1[17O][17C]1[18O],CCCN1OC1O
4052258,[13C].[15C][16C][14C][15N][17C]=[17O].[18O],[15C][16C][14C][15N][17C]=[17O],CCCNC=O
4052259,[13C].[15C][16C][14C][15N]([18O])[17C]=[17O],[15C][16C][14C][15N]([18O])[17C]=[17O],CCCN(O)C=O
4052260,[13C].[15C][16C][14C][15N][17C](=[17O])[18O],[15C][16C][14C][15N][17C](=[17O])[18O],CCCNC(=O)O
4052261,[13C].[15C][16C][14C][15N]1[18O][17C]1=[17O],[15C][16C][14C][15N]1[18O][17C]1=[17O],CCCN1OC1=O
4052270,[13C].[15C][16C][14C][15N]=[17C]([17O])[18O],[15C][16C][14C][15N]=[17C]([17O])[18O],CCCN=C(O)O
4052272,[13C].[15C][16C][14C][15N]=[17C]=[17O].[18O],[15C][16C][14C][15N]=[17C]=[17O],CCCN=C=O
4052771,[13C].[17C][18O][15C][16C][14C][15N].[17O],[17C][18O][15C][16C][14C][15N],COCCCN
4052779,[13C].[15N][14C][16C][15C][18O][17C][17O],[15N][14C][16C][15C][18O][17C][17O],NCCCOCO
4052780,[13C].[14C]1[16C][15C][18O][17C][17O][15N]1,[14C]1[16C][15C][18O][17C][17O][15N]1,C1CCOCON1
4052781,[13C].[15N][14C][16C][15C][18O].[17C]=[17O],[15N][14C][16C][15C][18O],NCCCO
4052782,[13C].[14C]1[16C][15C][18O][15N]1.[17C]=[17O],[14C]1[16C][15C][18O][15N]1,C1CCON1
4052783,[13C].[15N][14C][16C][15C][18O][17C]=[17O],[15N][14C][16C][15C][18O][17C]=[17O],NCCCOC=O
4052797,[13C].[17O]=[17C][15N][14C][16C][15C][18O],[17O]=[17C][15N][14C][16C][15C][18O],O=CNCCCO
4052799,[13C].[17O]=[17C]1[15N][14C][16C][15C][18O]1,[17O]=[17C]1[15N][14C][16C][15C][18O]1,O=C1NCCCO1
4053051,[13C].[15N][14C][16C][15C]=[18O].[17C]=[17O],[15N][14C][16C][15C]=[18O],NCCC=O
4053160,[13C].[18O][17C]1[15N][14C][16C][15C][17O]1,[18O][17C]1[15N][14C][16C][15C][17O]1,OC1NCCCO1
4053418,[13C].[15N][14C][16C][15C]1[17O][17C][18O]1,[15N][14C][16C][15C]1[17O][17C][18O]1,NCCC1OCO1
4053743,[13C].[18O][17C][17O][15N]1[14C][16C][15C]1,[18O][17C][17O][15N]1[14C][16C][15C]1,OCON1CCC1
4053747,[13C].[17C]=[17O].[18O][15N]1[14C][16C][15C]1,[18O][15N]1[14C][16C][15C]1,ON1CCC1
4053748,[13C].[14C]1[16C][15C][15N]1.[17O]=[17C][18O],[14C]1[16C][15C][15N]1,C1CCN1
4053749,[13C].[17O]=[17C][18O][15N]1[14C][16C][15C]1,[17O]=[17C][18O][15N]1[14C][16C][15C]1,O=CON1CCC1
4053759,[13C].[17O][17C]([18O])[15N]1[14C][16C][15C]1,[17O][17C]([18O])[15N]1[14C][16C][15C]1,OC(O)N1CCC1
4053762,[13C].[17O]=[17C][15N]1[14C][16C][15C]1.[18O],[17O]=[17C][15N]1[14C][16C][15C]1,O=CN1CCC1
4053763,[13C].[17O]=[17C]([18O])[15N]1[14C][16C][15C]1,[17O]=[17C]([18O])[15N]1[14C][16C][15C]1,O=C(O)N1CCC1
4054016,[13C].[17C]=[17O].[18O][15C]1[16C][14C][15N]1,[18O][15C]1[16C][14C][15N]1,OC1CCN1
4054018,[13C].[17O]=[17C][18O][15C]1[16C][14C][15N]1,[17O]=[17C][18O][15C]1[16C][14C][15N]1,O=COC1CCN1
4054026,[13C].[17O]=[17C]1[18O][15C]2[16C][14C][15N]21,[17O]=[17C]1[18O][15C]2[16C][14C][15N]21,O=C1OC2CCN21
4054204,[13C].[18O][17C][17O][15C]1[16C][14C][15N]1,[18O][17C][17O][15C]1[16C][14C][15N]1,OCOC1CCN1
4054468,[13C].[14C]1[16C][15C]=[15N]1.[17O]=[17C][18O],[14C]1[16C][15C]=[15N]1,C1CC=N1
4054644,[13C].[15N][14C][16C][15C][17C][17O].[18O],[15N][14C][16C][15C][17C][17O],NCCCCO
4054651,[13C].[15N][14C][16C][15C][17C]([17O])[18O],[15N][14C][16C][15C][17C]([17O])[18O],NCCCC(O)O
4054652,[13C].[15N][14C][16C][15C][17C]1[17O][18O]1,[15N][14C][16C][15C][17C]1[17O][18O]1,NCCCC1OO1
4054654,[13C].[18O][17C]1[15C][16C][14C][15N][17O]1,[18O][17C]1[15C][16C][14C][15N][17O]1,OC1CCCNO1
4054658,[13C].[15N][14C][16C][15C][17C]=[17O].[18O],[15N][14C][16C][15C][17C]=[17O],NCCCC=O
4054659,[13C].[17O]=[17C][15C][16C][14C][15N][18O],[17O]=[17C][15C][16C][14C][15N][18O],O=CCCCNO
4054661,[13C].[15N][14C][16C][15C][17C](=[17O])[18O],[15N][14C][16C][15C][17C](=[17O])[18O],NCCCC(=O)O
4054662,[13C].[17O]=[17C]1[15C][16C][14C][15N][18O]1,[17O]=[17C]1[15C][16C][14C][15N][18O]1,O=C1CCCNO1
4054682,[13C].[17O][17C]1([18O])[15C][16C][14C][15N]1,[17O][17C]1([18O])[15C][16C][14C][15N]1,OC1(O)CCCN1
4054686,[13C].[17O]=[17C]1[15C][16C][14C][15N]1.[18O],[17O]=[17C]1[15C][16C][14C][15N]1,O=C1CCCN1
4055122,[13C].[15N][14C][16C][15C]1[18O][17C]1[17O],[15N][14C][16C][15C]1[18O][17C]1[17O],NCCC1OC1O
4055124,[13C].[15N][14C][16C][15C]([18O])[17C]=[17O],[15N][14C][16C][15C]([18O])[17C]=[17O],NCCC(O)C=O
4055126,[13C].[15N][14C][16C][15C]1[18O][17C]1=[17O],[15N][14C][16C][15C]1[18O][17C]1=[17O],NCCC1OC1=O
4055897,[13C].[17O][17C]([18O])[15C]1[16C][14C][15N]1,[17O][17C]([18O])[15C]1[16C][14C][15N]1,OC(O)C1CCN1
4055903,[13C].[17O]=[17C][15C]1[16C][14C][15N]1.[18O],[17O]=[17C][15C]1[16C][14C][15N]1,O=CC1CCN1
4055905,[13C].[17O]=[17C]([18O])[15C]1[16C][14C][15N]1,[17O]=[17C]([18O])[15C]1[16C][14C][15N]1,O=C(O)C1CCN1
4055906,[13C].[17O]=[17C]1[18O][15N]2[14C][16C][15C]12,[17O]=[17C]1[18O][15N]2[14C][16C][15C]12,O=C1ON2CCC12
4056488,[13C].[15N][14C][16C][15C]=[17C]([17O])[18O],[15N][14C][16C][15C]=[17C]([17O])[18O],NCCC=C(O)O
4056493,[13C].[15N][14C][16C][15C]=[17C]=[17O].[18O],[15N][14C][16C][15C]=[17C]=[17O],NCCC=C=O
5007995,[13C].[15C][16C][14C][17C](=[17O])[18O][15N],[15C][16C][14C][17C](=[17O])[18O][15N],CCCC(=O)ON
5009886,[13C].[15N][15C][16C][14C][17C](=[17O])[18O],[15N][15C][16C][14C][17C](=[17O])[18O],NCCCC(=O)O
7034215,[13C].[14C][15C][18O][17C](=[17O])[16C][15N],[14C][15C][18O][17C](=[17O])[16C][15N],CCOC(=O)CN
7036892,[13C].[14C][15C][15N][18O][17C]([16C])=[17O],[14C][15C][15N][18O][17C]([16C])=[17O],CCNOC(C)=O
7037097,[13C].[14C][15C][15N][16C][17C](=[17O])[18O],[14C][15C][15N][16C][17C](=[17O])[18O],CCNCC(=O)O
7037749,[13C].[14C][15C]([15N])[18O][17C]([16C])=[17O],[14C][15C]([15N])[18O][17C]([16C])=[17O],CC(N)OC(C)=O
7048602,[13C].[14C][15C][16C][18O][17C]([15N])=[17O],[14C][15C][16C][18O][17C]([15N])=[17O],CCCOC(N)=O
7048815,[13C].[14C][15C][16C][15N].[17O]=[17C][18O],[14C][15C][16C][15N],CCCN
7048816,[13C].[14C][15C][16C][15N][18O][17C]=[17O],[14C][15C][16C][15N][18O][17C]=[17O],CCCNOC=O
7048845,[13C].[14C][15C][16C][15N][17C](=[17O])[18O],[14C][15C][16C][15N][17C](=[17O])[18O],CCCNC(=O)O
7049130,[13C].[14C][15C][16C][17C][17O][15N].[18O],[14C][15C][16C][17C][17O][15N],CCCCON
7049136,[13C].[14C][15C][16C][17C]([18O])[17O][15N],[14C][15C][16C][17C]([18O])[17O][15N],CCCC(O)ON
7049137,[13C].[14C][15C][16C][17C]1[17O][15N][18O]1,[14C][15C][16C][17C]1[17O][15N][18O]1,CCCC1ONO1
7049144,[13C].[14C][15C][16C][17C](=[17O])[18O][15N],[14C][15C][16C][17C](=[17O])[18O][15N],CCCC(=O)ON
7049166,[13C].[14C][15C][16C][17C]([15N])[17O].[18O],[14C][15C][16C][17C]([15N])[17O],CCCC(N)O
7049173,[13C].[14C][15C][16C][17C]([15N])([17O])[18O],[14C][15C][16C][17C]([15N])([17O])[18O],CCCC(N)(O)O
7049174,[13C].[14C][15C][16C][17C]1([15N])[17O][18O]1,[14C][15C][16C][17C]1([15N])[17O][18O]1,CCCC1(N)OO1
7049175,[13C].[14C][15C][16C][17C]1([17O])[15N][18O]1,[14C][15C][16C][17C]1([17O])[15N][18O]1,CCCC1(O)NO1
7049178,[13C].[14C][15C][16C][17C]([15N])=[17O].[18O],[14C][15C][16C][17C]([15N])=[17O],CCCC(N)=O
7049179,[13C].[14C][15C][16C][17C](=[17O])[15N][18O],[14C][15C][16C][17C](=[17O])[15N][18O],CCCC(=O)NO
7049851,[13C].[14C][15C]([16C])[18O][17C]([15N])=[17O],[14C][15C]([16C])[18O][17C]([15N])=[17O],CC(C)OC(N)=O
7049969,[13C].[14C][15C]([16C][15N])[18O][17C]=[17O],[14C][15C]([16C][15N])[18O][17C]=[17O],CC(CN)OC=O
7050120,[13C].[14C][15C]([16C][17C]=[17O])[18O][15N],[14C][15C]([16C][17C]=[17O])[18O][15N],CC(CC=O)ON
7050139,[13C].[14C][15C]([18O])[16C][17C]([15N])=[17O],[14C][15C]([18O])[16C][17C]([15N])=[17O],CC(O)CC(N)=O
7050935,[13C].[14C][15C]1[16C][17C]([18O][15N])[17O]1,[14C][15C]1[16C][17C]([18O][15N])[17O]1,CC1CC(ON)O1
7050954,[13C].[14C][15C]1[16C][17C]([15N])([18O])[17O]1,[14C][15C]1[16C][17C]([15N])([18O])[17O]1,CC1CC(N)(O)O1
7051790,[13C].[14C][15C]([16C])[15N].[17O]=[17C][18O],[14C][15C]([16C])[15N],CC(C)N
7051791,[13C].[14C][15C]([16C])[15N][18O][17C]=[17O],[14C][15C]([16C])[15N][18O][17C]=[17O],CC(C)NOC=O
7051820,[13C].[14C][15C]([16C])[15N][17C](=[17O])[18O],[14C][15C]([16C])[15N][17C](=[17O])[18O],CC(C)NC(=O)O
7051852,[13C].[14C][15C]([15N])[16C][18O][17C]=[17O],[14C][15C]([15N])[16C][18O][17C]=[17O],CC(N)COC=O
7052014,[13C].[14C][15C]1[16C][15N]1.[17O]=[17C][18O],[14C][15C]1[16C][15N]1,CC1CN1
7052159,[13C].[14C][15C]([15N])[16C][17C][17O].[18O],[14C][15C]([15N])[16C][17C][17O],CC(N)CCO
7052166,[13C].[14C][15C]([15N])[16C][17C]([17O])[18O],[14C][15C]([15N])[16C][17C]([17O])[18O],CC(N)CC(O)O
7052167,[13C].[14C][15C]([15N])[16C][17C]1[17O][18O]1,[14C][15C]([15N])[16C][17C]1[17O][18O]1,CC(N)CC1OO1
7052168,[13C].[14C][15C]1[16C][17C]([17O])[18O][15N]1,[14C][15C]1[16C][17C]([17O])[18O][15N]1,CC1CC(O)ON1
7052173,[13C].[14C][15C]([15N])[16C][17C]=[17O].[18O],[14C][15C]([15N])[16C][17C]=[17O],CC(N)CC=O
7052174,[13C].[14C][15C]([16C][17C]=[17O])[15N][18O],[14C][15C]([16C][17C]=[17O])[15N][18O],CC(CC=O)NO
7052176,[13C].[14C][15C]([15N])[16C][17C](=[17O])[18O],[14C][15C]([15N])[16C][17C](=[17O])[18O],CC(N)CC(=O)O
7052177,[13C].[14C][15C]1[16C][17C](=[17O])[18O][15N]1,[14C][15C]1[16C][17C](=[17O])[18O][15N]1,CC1CC(=O)ON1
7052197,[13C].[14C][15C]1[16C][17C]([17O])([18O])[15N]1,[14C][15C]1[16C][17C]([17O])([18O])[15N]1,CC1CC(O)(O)N1
7052201,[13C].[14C][15C]1[16C][17C](=[17O])[15N]1.[18O],[14C][15C]1[16C][17C](=[17O])[15N]1,CC1CC(=O)N1
7053925,[13C].[14C][15C]([16C])[17C](=[17O])[18O][15N],[14C][15C]([16C])[17C](=[17O])[18O][15N],CC(C)C(=O)ON
7054210,[13C].[14C][15C]([16C][15N])[17C](=[17O])[18O],[14C][15C]([16C][15N])[17C](=[17O])[18O],CC(CN)C(=O)O
7054507,[13C].[14C][15C]1[16C][17C]1([18O])[17O][15N],[14C][15C]1[16C][17C]1([18O])[17O][15N],CC1CC1(O)ON
7061276,[13C].[15C][14C][18O][17C](=[17O])[16C][15N],[15C][14C][18O][17C](=[17O])[16C][15N],CCOC(=O)CN
7062694,[13C].[16C][17C](=[17O])[18O][14C][15C][15N],[16C][17C](=[17O])[18O][14C][15C][15N],CC(=O)OCCN
7067619,[13C].[16C][15C][14C][18O][17C]([15N])=[17O],[16C][15C][14C][18O][17C]([15N])=[17O],CCCOC(N)=O
7067737,[13C].[15N][16C][15C][14C][18O][17C]=[17O],[15N][16C][15C][14C][18O][17C]=[17O],NCCCOC=O
7067886,[13C].[15N][17O][17C]1[16C][15C][14C][18O]1,[15N][17O][17C]1[16C][15C][14C][18O]1,NOC1CCCO1
7067888,[13C].[15N][18O][14C][15C][16C][17C]=[17O],[15N][18O][14C][15C][16C][17C]=[17O],NOCCCC=O
7067905,[13C].[15N][17C]1([17O])[16C][15C][14C][18O]1,[15N][17C]1([17O])[16C][15C][14C][18O]1,NC1(O)CCCO1
7067907,[13C].[15N][17C](=[17O])[16C][15C][14C][18O],[15N][17C](=[17O])[16C][15C][14C][18O],NC(=O)CCCO
7068900,[13C].[16C][15C]([15N])[14C][18O][17C]=[17O],[16C][15C]([15N])[14C][18O][17C]=[17O],CC(N)COC=O
7069068,[13C].[15N][15C]1[14C][18O][17C]([17O])[16C]1,[15N][15C]1[14C][18O][17C]([17O])[16C]1,NC1COC(O)C1
7069070,[13C].[15N][15C]([14C][18O])[16C][17C]=[17O],[15N][15C]([14C][18O])[16C][17C]=[17O],NC(CO)CC=O
7069072,[13C].[15N][15C]1[14C][18O][17C](=[17O])[16C]1,[15N][15C]1[14C][18O][17C](=[17O])[16C]1,NC1COC(=O)C1
7099218,[13C].[15C][14C][15N][17C](=[17O])[18O][16C],[15C][14C][15N][17C](=[17O])[18O][16C],CCNC(=O)OC
7099367,[13C].[15C][14C][15N][16C].[17O]=[17C][18O],[15C][14C][15N][16C],CCNC
7099368,[13C].[15C][14C][15N]([16C])[18O][17C]=[17O],[15C][14C][15N]([16C])[18O][17C]=[17O],CCN(C)OC=O
7099382,[13C].[15C][14C][15N]([16C])[17C](=[17O])[18O],[15C][14C][15N]([16C])[17C](=[17O])[18O],CCN(C)C(=O)O
7099398,[13C].[15C][14C][15N][16C][18O][17C]=[17O],[15C][14C][15N][16C][18O][17C]=[17O],CCNCOC=O
7099483,[13C].[15C][14C][15N]=[16C].[17O]=[17C][18O],[15C][14C][15N]=[16C],CCN=C
7099538,[13C].[15C][14C][15N][17O][17C][16C].[18O],[15C][14C][15N][17O][17C][16C],CCNOCC
7099543,[13C].[15C][14C][15N][17O][17C]([16C])[18O],[15C][14C][15N][17O][17C]([16C])[18O],CCNOC(C)O
7099544,[13C].[15C][14C][15N]1[17O][17C]([16C])[18O]1,[15C][14C][15N]1[17O][17C]([16C])[18O]1,CCN1OC(C)O1
7099551,[13C].[15C][14C][15N][18O][17C]([16C])=[17O],[15C][14C][15N][18O][17C]([16C])=[17O],CCNOC(C)=O
7099566,[13C].[15C][14C][15N][17C]([16C])[17O].[18O],[15C][14C][15N][17C]([16C])[17O],CCNC(C)O
7099571,[13C].[15C][14C][15N][17C]([16C])([17O])[18O],[15C][14C][15N][17C]([16C])([17O])[18O],CCNC(C)(O)O
7099572,[13C].[15C][14C][15N][17C]1([16C])[17O][18O]1,[15C][14C][15N][17C]1([16C])[17O][18O]1,CCNC1(C)OO1
