rmat_tag,distance,largest_frag,largest_cleaned
1001309,6.0,C[15C]1[15N]([14CH]c2ccccc2F)[17O][17C]1([18O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1N(Cc2ccccc2)OC1(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
1001307,6.0,C[15C]([15N][14CH]c1ccccc1F)[17C]1([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17O][18O]1,CC(NCc1ccccc1)C1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)OO1
1001301,6.0,C[15C]([15N][14CH]c1ccccc1F)[17C]([17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(NCc1ccccc1)C(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
1001255,6.0,C[15C]([17C](=[17O])[18O])[15N]([14CH]c1ccccc1F)[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(C(=O)O)N(Cc1ccccc1)Cc1ccc(N2Cc3ccccc3C2=O)cc1
1001170,6.0,C[15C]([15N][14CH]c1ccccc1F)[17C](=[17O])[18O][16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(NCc1ccccc1)C(=O)OCc1ccc(N2Cc3ccccc3C2=O)cc1
1000512,6.0,C[15C]1[17O][17C]1([18O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1OC1(O)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
1000437,6.0,C[15C]1[17O][17C]1([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][15N][14CH]c1ccccc1F,CC1OC1(Cc1ccc(N2Cc3ccccc3C2=O)cc1)ONCc1ccccc1
99975,6.0,C[15C]([18O])[17C](=[17O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(O)C(=O)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
99900,6.0,C[15C]([18O][15N][14CH]c1ccccc1F)[17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(ONCc1ccccc1)C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
99426,6.0,C[15C][17C](=[17O])[16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]([18O])[14CH]c1ccccc1F,CCC(=O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(O)Cc1ccccc1
99424,6.0,C[15C][17C]1([18O])[17O][15N]([14CH]c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCC1(O)ON(Cc2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
99422,6.0,C[15C][17C]1([16C@H]([15N][14CH]c2ccccc2F)c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17O][18O]1,CCC1([C@H](NCc2ccccc2)c2ccc(N3Cc4ccccc4C3=O)cc2)OO1
99416,6.0,C[15C][17C]([17O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCC(O)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
99343,6.0,C[15C][17C]1([18O][15N][14CH]c2ccccc2F)[17O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCC1(ONCc2ccccc2)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
99300,6.0,C[15C][17C](=[17O])[16C@H]([18O][15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCC(=O)[C@H](ONCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
1001330,6.0,C[15C]([15N][14CH]c1ccccc1F)[17C]1([17O])[18O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(NCc1ccccc1)C1(O)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
99274,6.0,C[15C][17C]([17O])([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][14CH]c1ccccc1F,CCC(O)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)NCc1ccccc1
1001332,6.0,C[15C]([15N][14CH]c1ccccc1F)[17C](=[17O])[16C@H]([18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(NCc1ccccc1)C(=O)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1
1001404,6.0,C[15C]1[15N]([14CH]c2ccccc2F)[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1([17O])[18O],CC1N(Cc2ccccc2)[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1(O)O
1005510,6.0,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]([14CH]c1ccccc1F)[17C]1[17O][18O]1,CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(Cc1ccccc1)C1OO1
1005507,6.0,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]([14CH]c1ccccc1F)[17C][17O],CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(CO)Cc1ccccc1
1005489,6.0,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]([14CH]c1ccccc1F)[17O][17C],CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(Cc1ccccc1)OC
1005416,6.0,C[15C][16C@H]([17O][17C]([18O])=[15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@H](OC(O)=NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
1005408,6.0,C[15C][16C@H]([17O][17C]1[18O][15N]1[14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@H](OC1ON1Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
1005405,6.0,C[15C][16C@H]([17O][17C][15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@H](OCNCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
1005351,6.0,C[15C][16C@H]([18O][15N]([14CH]c1ccccc1F)[17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@H](ON(C=O)Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
1002239,6.0,C[15C](=[15N][14CH]c1ccccc1F)[17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(=NCc1ccccc1)C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
1002237,6.0,C[15C](=[15N][14CH]c1ccccc1F)[17C]([17O])([18O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(=NCc1ccccc1)C(O)(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
1001896,6.0,C[15C]1([15N][14CH]c2ccccc2F)[17O][17C]1([18O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(NCc2ccccc2)OC1(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
1001626,6.0,C[15C]([18O])([15N][14CH]c1ccccc1F)[17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(O)(NCc1ccccc1)C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
1001406,6.0,C[15C]1[17C](=[17O])[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N]1[14CH]c1ccccc1F,CC1C(=O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)N1Cc1ccccc1
99252,6.0,C[15C][17C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17O][15N][14CH]c1ccccc1F,CCC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)ONCc1ccccc1
97404,6.0,C[15C][15N]([14CH]c1ccccc1F)[16C@@H]([17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN(Cc1ccccc1)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1
97365,6.0,C[15C][15N]([14CH]c1ccccc1F)[17C]1([18O])[17O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN(Cc1ccccc1)C1(O)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
97357,6.0,C[15C][15N]([14CH]c1ccccc1F)[18O][17C]1[17O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN(Cc1ccccc1)OC1O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
97334,6.0,C[15C][15N]([14CH]c1ccccc1F)[17C](=[17O])[16C@H]([18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN(Cc1ccccc1)C(=O)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1
