,rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,pmi_x,pmi_y
30700,530882,[13C].[15C][17C][14C]1[16C][18O][15N][17O]1,[15C][17C][14C]1[16C][18O][15N][17O]1,CCC1CONO1,0.24958871972142493,0.8233500403880415
30800,531693,[13C].[17O][14C]1[17C][15C][15N]2[18O][16C]12,[17O][14C]1[17C][15C][15N]2[18O][16C]12,OC1CCN2OC12,0.4894387168091077,0.787032708981502
30900,533290,[13C].[15C][16C][14C]1[17O][17C]1([15N])[18O],[15C][16C][14C]1[17O][17C]1([15N])[18O],CCC1OC1(N)O,0.2968320444454279,0.8902141249058975
31000,534829,[13C].[15C]1[16C][14C]2[17O][18O][17C]12.[15N],[15C]1[16C][14C]2[17O][18O][17C]12,C1CC2OOC12,,
31100,543750,[13C].[15C].[18O][16C][14C]1[17C][17O][15N]1,[18O][16C][14C]1[17C][17O][15N]1,OCC1CON1,0.21424526640389266,0.8968869437953455
31200,544758,[13C].[15C]=[18O].[17C][14C]1[16C]2[17O][15N]12,[17C][14C]1[16C]2[17O][15N]12,CC1C2ON12,0.26268128381221684,0.9717621667566514
31300,545667,[13C].[15C][15N]1[14C]([16C][17O])[17C]1[18O],[15C][15N]1[14C]([16C][17O])[17C]1[18O],CN1C(CO)C1O,0.3966640294111499,0.774875515871617
31400,546601,[13C].[15C]=[15N][14C]1[16C][17C]1[17O][18O],[15C]=[15N][14C]1[16C][17C]1[17O][18O],C=NC1CC1OO,0.1225573861586068,0.927820328414815
31500,547511,[13C].[17O][18O][15C][17C]12[14C]3[16C]1[15N]32,[17O][18O][15C][17C]12[14C]3[16C]1[15N]32,OOCC12C3C1N32,0.14434558558740077,0.9924723092442339
31600,548421,[13C].[16C][14C]1[15N]2[15C]([18O])[17C]12[17O],[16C][14C]1[15N]2[15C]([18O])[17C]12[17O],CC1N2C(O)C12O,0.39563113556180146,0.7428448899945869
31700,549641,[13C].[16C][14C]1[15N][15C]=[17C]1[18O][17O],[16C][14C]1[15N][15C]=[17C]1[18O][17O],CC1NC=C1OO,0.34985105699463526,0.7605743803381534
31800,551208,[13C].[17O][15C]1[16C][14C]2[15N][17C]2[18O]1,[17O][15C]1[16C][14C]2[15N][17C]2[18O]1,OC1CC2NC2O1,0.3613930653564961,0.8441057296735219
31900,552560,[13C].[15C]1[16C]2[14C]3[15N][17O][17C]132.[18O],[15C]1[16C]2[14C]3[15N][17O][17C]132,C1C2C3NOC132,0.3728195198952622,0.7811095900836988
32000,555234,[13C].[15C]1=[16C][14C]2[15N][17C]12.[17O].[18O],[15C]1=[16C][14C]2[15N][17C]12,C1=CC2NC12,0.3171046199109182,0.7357673410513513
32100,573639,[13C].[15C][17O][17C]([15N])=[14C][16C][18O],[15C][17O][17C]([15N])=[14C][16C][18O],COC(N)=CCO,0.3678656093543055,0.7576757827729926
32200,574860,[13C].[14C]1=[17C]2[17O][15N]2[15C][18O][16C]1,[14C]1=[17C]2[17O][15N]2[15C][18O][16C]1,C1=C2ON2COC1,0.3627174100912253,0.6891423056422362
32300,576141,[13C].[17C]=[14C][16C][15N]=[15C][17O].[18O],[17C]=[14C][16C][15N]=[15C][17O],C=CCN=CO,0.16100301078019336,0.8998165155915259
32400,577559,[13C].[17O]=[16C][14C]=[17C]1[15C][15N]1.[18O],[17O]=[16C][14C]=[17C]1[15C][15N]1,O=CC=C1CN1,0.09997652062468206,0.9115798249887611
32500,579710,[13C].[17C]=[14C][16C][15C][17O][15N]=[18O],[17C]=[14C][16C][15C][17O][15N]=[18O],C=CCCON=O,0.10366595035170664,0.9431117194483855
32600,581897,[13C].[15N].[18O][15C]1[16C]2[14C]=[17C]1[17O]2,[18O][15C]1[16C]2[14C]=[17C]1[17O]2,OC1C2C=C1O2,,
32700,609725,[13C].[14C]=[16C][15N]([17O])[18O][15C].[17C],[14C]=[16C][15N]([17O])[18O][15C],C=CN(O)OC,0.4415728743180189,0.6762927860953142
32800,611108,[13C].[14C]=[16C][18O][15N][15C].[17C]=[17O],[14C]=[16C][18O][15N][15C],C=CONC,0.08848538583179609,0.9440191669899994
32900,612301,[13C].[14C]=[16C][17C].[18O][15C]1[15N][17O]1,[18O][15C]1[15N][17O]1,OC1NO1,0.3238924633659149,0.8475816450985701
33000,613770,[13C].[14C]=[16C][15N][17C]1([15C])[17O][18O]1,[14C]=[16C][15N][17C]1([15C])[17O][18O]1,C=CNC1(C)OO1,0.3014549225993853,0.8623893082572233
33100,615249,[13C].[14C]=[16C][17C]([15N])[15C]=[17O].[18O],[14C]=[16C][17C]([15N])[15C]=[17O],C=CC(N)C=O,0.27006569372548156,0.8226088337995189
33200,616716,[13C].[14C]=[16C][15N]=[15C][17C]1[17O][18O]1,[14C]=[16C][15N]=[15C][17C]1[17O][18O]1,C=CN=CC1OO1,0.11466189687562002,0.9852963377397176
33300,619370,[13C].[14C]=[16C][18O][15N].[15C]#[17C].[17O],[14C]=[16C][18O][15N],C=CON,0.1599697335979069,0.9394922732598588
33400,623808,[13C].[14C]=[16C][15C]=[17C]=[18O].[15N].[17O],[14C]=[16C][15C]=[17C]=[18O],C=CC=C=O,0.060669051573566835,0.9432300222354415
33500,626788,[13C].[14C]1=[16C][15N]2[15C][17O][17C]2[18O]1,[14C]1=[16C][15N]2[15C][17O][17C]2[18O]1,C1=CN2COC2O1,0.3319527165785642,0.7375715617957069
33600,628145,[13C].[15C]1[17C][15N]1.[16C]=[14C][18O][17O],[16C]=[14C][18O][17O],C=COO,0.12876449660563072,0.9745040728599371
33700,630561,[13C].[15N]=[17C]1[17O][15C][16C]=[14C][18O]1,[15N]=[17C]1[17O][15C][16C]=[14C][18O]1,N=C1OCC=CO1,0.3443937922721186,0.6679556373892729
33800,635255,[13C].[15C][17O][14C]=[16C][15N]=[18O].[17C],[15C][17O][14C]=[16C][15N]=[18O],COC=CN=O,0.10394978081058556,0.9499232914183141
33900,636500,[13C].[14C]1=[16C][18O][17O]1.[15C][17C]#[15N],[14C]1=[16C][18O][17O]1,C1=COO1,0.4738053639828333,0.5261946360176399
34000,638046,[13C].[14C]1=[16C][18O][17O]1.[15C]=[17C]=[15N],[14C]1=[16C][18O][17O]1,C1=COO1,0.4682113347872183,0.5317886652132945
34100,640655,[13C].[15N][15C]1[16C]=[14C][17O][17C]1=[18O],[15N][15C]1[16C]=[14C][17O][17C]1=[18O],NC1C=COC1=O,0.5104702217456603,0.5995509978508153
34200,648041,[13C].[15C]1[17O][18O]1.[16C]=[14C][15N]=[17C],[16C]=[14C][15N]=[17C],C=CN=C,0.22428914406360612,0.8070443069670687
34300,649450,[13C].[15C][17C]([17O])[15N]1[14C]=[16C][18O]1,[15C][17C]([17O])[15N]1[14C]=[16C][18O]1,CC(O)N1C=CO1,0.2806128650531338,0.7865287092614318
34400,650954,[13C].[16C]=[14C][15N]1[15C]([18O])[17C]1=[17O],[16C]=[14C][15N]1[15C]([18O])[17C]1=[17O],C=CN1C(O)C1=O,0.35961059343404933,0.6907063089050933
34500,653407,[13C].[15C][16C]=[14C][15N].[17O]=[17C][18O],[15C][16C]=[14C][15N],CC=CN,0.10297202972646531,0.92923819343698
34600,670146,[13C].[15C].[17O][15N][17C]1[14C]=[16C][18O]1,[17O][15N][17C]1[14C]=[16C][18O]1,ONC1C=CO1,0.21214891008826972,0.8745510435818964
34700,671770,[13C].[15C]=[17O].[16C]=[14C][17C]1[15N][18O]1,[16C]=[14C][17C]1[15N][18O]1,C=CC1NO1,0.2809950430492627,0.875300885852478
34800,673017,[13C].[14C]1=[16C][17O][15C]2[18O][15N]2[17C]1,[14C]1=[16C][17O][15C]2[18O][15N]2[17C]1,C1=COC2ON2C1,0.43996197487657296,0.6664178415829494
34900,674683,[13C].[14C]1=[16C][15N][17C]12[15C][18O][17O]2,[14C]1=[16C][15N][17C]12[15C][18O][17O]2,C1=CNC12COO2,0.33092915578020166,0.9622019235314221
35000,676831,[13C].[15C]=[17C]([14C]=[16C])[15N]=[17O].[18O],[15C]=[17C]([14C]=[16C])[15N]=[17O],C=C(C=C)N=O,0.3299940694242581,0.6921787084032256
35100,679192,[13C].[17O]=[17C]1[14C]=[16C][15C][15N]1[18O],[17O]=[17C]1[14C]=[16C][15C][15N]1[18O],O=C1C=CCN1O,0.45525464729474135,0.5631575179376582
35200,710017,[13C].[14C]#[16C].[17C][17O][15C][15N][18O],[17C][17O][15C][15N][18O],COCNO,0.08719408172892648,0.9435147685540247
35300,712802,[13C].[14C]#[16C].[15C]=[17C]([18O])[15N][17O],[15C]=[17C]([18O])[15N][17O],C=C(O)NO,0.33513176077424495,0.7238233314572441
35400,732777,[13C].[14C][15C].[16C][17C]([15N])=[17O].[18O],[16C][17C]([15N])=[17O],CC(N)=O,0.4610915712756121,0.5766348434218945
35500,733867,[13C].[14C][15C][18O].[16C][17O][17C]=[15N],[16C][17O][17C]=[15N],COC=N,0.24027240435619596,0.7962925178930427
35600,734786,[13C].[14C][15C]=[18O].[16C]#[17C][15N][17O],[16C]#[17C][15N][17O],C#CNO,0.04372352270987582,0.9651933269701218
35700,735621,[13C].[14C][15C]1[17O][18O]1.[15N].[16C].[17C],[14C][15C]1[17O][18O]1,CC1OO1,0.3025810103893001,0.8734136334365341
35800,736624,[13C].[14C][15C][15N].[17C].[17O][16C][18O],[14C][15C][15N],CCN,0.26462989566339956,0.8739241706231371
35900,737397,[13C].[14C][15C][15N][16C]=[17C]1[17O][18O]1,[14C][15C][15N][16C]=[17C]1[17O][18O]1,CCNC=C1OO1,0.16823279433689112,0.949021941576082
36000,738406,[13C].[14C][15C]([15N])[17O].[16C][17C]=[18O],[14C][15C]([15N])[17O],CC(N)O,0.5477932819358043,0.6120490766083312
36100,740327,[13C].[14C][15C][17C]=[18O].[15N].[16C].[17O],[14C][15C][17C]=[18O],CCC=O,0.3056161643472289,0.7573708834519602
36200,740997,[13C].[14C][15C][17C]([16C])([18O])[17O][15N],[14C][15C][17C]([16C])([18O])[17O][15N],CCC(C)(O)ON,0.6319348096914233,0.7558997568802839
36300,741864,[13C].[14C][15C]1[18O][17C]1[15N]1[16C][17O]1,[14C][15C]1[18O][17C]1[15N]1[16C][17O]1,CC1OC1N1CO1,0.1774885742681768,0.9185219602011085
36400,742778,[13C].[14C][15C]([17C][16C])[17O][18O].[15N],[14C][15C]([17C][16C])[17O][18O],CC(CC)OO,0.47529897316196007,0.6274792020757236
36500,744045,[13C].[14C][15C]1[15N]([17O])[17C]1([16C])[18O],[14C][15C]1[15N]([17O])[17C]1([16C])[18O],CC1N(O)C1(C)O,0.6342981219671979,0.6937822842459881
36600,746121,[13C].[14C][15C]=[17C].[15N][16C]=[17O].[18O],[14C][15C]=[17C],CC=C,0.1922314239678341,0.8608626466142542
36700,749153,[13C].[14C][15C][16C][17C][15N]([17O])[18O],[14C][15C][16C][17C][15N]([17O])[18O],CCCCN(O)O,0.20725362231275324,0.9474571839050274
36800,750320,[13C].[14C][15C]([18O])[16C]=[17C].[15N].[17O],[14C][15C]([18O])[16C]=[17C],CC(O)C=C,0.3559059714427498,0.7230977079878723
36900,752052,[13C].[14C][15C]1[16C]([18O])[15N]1[17C]=[17O],[14C][15C]1[16C]([18O])[15N]1[17C]=[17O],CC1C(O)N1C=O,0.4136853674415135,0.6714436131209857
37000,754251,[13C].[14C][15C]1[17C][18O][16C]1[15N].[17O],[14C][15C]1[17C][18O][16C]1[15N],CC1COC1N,0.4492555623134595,0.6811278926341641
37100,760951,[13C].[15C][14C][18O][17C][15N].[16C]=[17O],[15C][14C][18O][17C][15N],CCOCN,0.1681942066587278,0.9122815315051468
37200,761866,[13C].[15N].[16C].[17C][18O][14C][15C][17O],[17C][18O][14C][15C][17O],COCCO,0.17521907600723602,0.9200933738450451
37300,762739,[13C].[14C]1[15C][15N][17C][16C][17O][18O]1,[14C]1[15C][15N][17C][16C][17O][18O]1,C1CNCCOO1,0.5560731586559794,0.6023032196478543
37400,763732,[13C].[16C]=[17C]1[15N]=[15C][14C][18O]1.[17O],[16C]=[17C]1[15N]=[15C][14C][18O]1,C=C1N=CCO1,0.3105725176269379,0.7075619170593901
37500,764762,[13C].[16C][15N][17C][15C]1[14C][18O]1.[17O],[16C][15N][17C][15C]1[14C][18O]1,CNCC1CO1,0.1347073326539259,0.9855307729364288
37600,765640,[13C].[17O][18O][14C][15C]1[17C][16C][15N]1,[17O][18O][14C][15C]1[17C][16C][15N]1,OOCC1CCN1,0.14173152846251777,0.9225325520596755
37700,767913,[13C].[14C]1[15C][16C][17C]=[15N][17O][18O]1,[14C]1[15C][16C][17C]=[15N][17O][18O]1,C1CCC=NOO1,0.5368146808804983,0.5947253490189309
37800,769087,[13C].[17O]=[17C]1[16C][15C]2[14C][18O][15N]21,[17O]=[17C]1[16C][15C]2[14C][18O][15N]21,O=C1CC2CON21,,
37900,773082,[13C].[15C][14C]=[18O].[16C][15N]1[17C][17O]1,[16C][15N]1[17C][17O]1,CN1CO1,0.3366932396538266,0.8479847958250541
38000,775172,[13C].[15N].[17C][15C]([14C]=[18O])[16C]=[17O],[17C][15C]([14C]=[18O])[16C]=[17O],CC(C=O)C=O,0.3004770804353028,0.8104459469184339
38100,776658,[13C].[15C][14C][17O].[17C]=[16C][15N]=[18O],[17C]=[16C][15N]=[18O],C=CN=O,0.15647365695193885,0.9197404005912188
38200,777663,[13C].[16C].[17C].[18O][15N]1[15C][14C][17O]1,[18O][15N]1[15C][14C][17O]1,ON1CCO1,0.4233564622743507,0.8269470758578368
38300,778567,[13C].[14C]1[17O][15C]1[15N]1[17C][16C][18O]1,[14C]1[17O][15C]1[15N]1[17C][16C][18O]1,C1OC1N1CCO1,0.20799906064793477,0.8808290198405129
38400,779642,[13C].[15N][16C][17C](=[18O])[15C][14C][17O],[15N][16C][17C](=[18O])[15C][14C][17O],NCC(=O)CCO,0.17817711468040295,0.917298550377832
38500,780645,[13C].[16C][15N]1[18O][17O][14C][15C]1[17C],[16C][15N]1[18O][17O][14C][15C]1[17C],CN1OOCC1C,0.5585006578003953,0.5727200720775317
38600,782808,[13C].[17C][17O][14C][15C][16C][18O][15N],[17C][17O][14C][15C][16C][18O][15N],COCCCON,0.18122423524123285,0.8950325174651669
38700,784070,[13C].[16C][15C]([14C][17O])[15N][17C]=[18O],[16C][15C]([14C][17O])[15N][17C]=[18O],CC(CO)NC=O,0.3182925040292209,0.882824896529642
38800,786651,[13C].[16C]=[15C][14C][17O][17C]1[15N][18O]1,[16C]=[15C][14C][17O][17C]1[15N][18O]1,C=CCOC1NO1,0.2561308703108629,0.8824469667191628
38900,788817,[13C].[17C][16C][15N].[17O]1[14C]2[18O][15C]12,[17O]1[14C]2[18O][15C]12,O1C2OC12,0.2822327588525998,0.7876522204491154
39000,789609,[13C].[15N]=[16C][18O][14C]1[15C][17C][17O]1,[15N]=[16C][18O][14C]1[15C][17C][17O]1,N=COC1CCO1,0.23035588013398361,0.851331678097467
39100,790595,[13C].[15N][16C][17C]1=[15C][14C]([17O])[18O]1,[15N][16C][17C]1=[15C][14C]([17O])[18O]1,NCC1=CC(O)O1,0.17707851522366533,0.9127455431134888
39200,792132,[13C].[15N][17C]12[16C][15C]1[14C]([18O])[17O]2,[15N][17C]12[16C][15C]1[14C]([18O])[17O]2,NC12CC1C(O)O2,0.41446558425583724,0.8517336190861537
39300,796178,[13C].[15N][16C][17C]([18O])=[15C][14C]=[17O],[15N][16C][17C]([18O])=[15C][14C]=[17O],NCC(O)=CC=O,0.18289585744112397,0.8872119608887847
39400,799597,[13C].[15C][14C][15N][17O][17C][16C][18O],[15C][14C][15N][17O][17C][16C][18O],CCNOCCO,0.06252998659182073,0.9933880823093799
39500,800414,[13C].[16C][17C]1[15N][14C][15C][18O]1.[17O],[16C][17C]1[15N][14C][15C][18O]1,CC1NCCO1,0.43288375775830645,0.7876712167162946
39600,801229,[13C].[14C]1[15C][17O][15N]1.[16C]=[17C][18O],[14C]1[15C][17O][15N]1,C1CON1,0.613222745660401,0.6534595988381819
39700,802191,[13C].[14C]1[15C][15N]1.[17O][16C][17C][18O],[17O][16C][17C][18O],OCCO,0.12323060528784935,0.9385696601891828
39800,802992,[13C].[17O][15C]1[14C][15N]1[16C]=[17C][18O],[17O][15C]1[14C][15N]1[16C]=[17C][18O],OC1CN1C=CO,0.16933456989286308,0.893286851056926
39900,804117,[13C].[17O][17C]12[15C][14C][15N]1[16C]2.[18O],[17O][17C]12[15C][14C][15N]1[16C]2,OC12CCN1C2,0.6476523296050778,0.7625468119187547
40000,805063,[13C].[14C]1[15C]2[17O][17C]23[18O][16C][15N]13,[14C]1[15C]2[17O][17C]23[18O][16C][15N]13,C1C2OC23OCN13,0.5485069142207813,0.7311463364049923
40100,806690,[13C].[16C][18O][17O].[17C]=[15C][14C][15N],[17C]=[15C][14C][15N],C=CCN,0.19330292273939445,0.9773111260506082
40200,808646,[13C].[14C]1[15C][16C]2[17O][18O][15N]12.[17C],[14C]1[15C][16C]2[17O][18O][15N]12,C1CC2OON12,,
40300,809780,[13C].[16C][15C]([17O])[14C][15N]=[17C]=[18O],[16C][15C]([17O])[14C][15N]=[17C]=[18O],CC(O)CN=C=O,0.13579298390844402,0.9026744516603459
40400,811596,[13C].[18O]=[17C]1[15C]2[14C][15N]1[17O][16C]2,[18O]=[17C]1[15C]2[14C][15N]1[17O][16C]2,O=C1C2CN1OC2,,
40500,815895,[13C].[15C][14C]1[18O][17C][15N]1[17O].[16C],[15C][14C]1[18O][17C][15N]1[17O],CC1OCN1O,0.4396192698740326,0.6722194997849591
40600,816646,[13C].[18O][14C]1[15C][17O][16C][17C][15N]1,[18O][14C]1[15C][17O][16C][17C][15N]1,OC1COCCN1,0.4620797420732103,0.7308278743713802
40700,817699,[13C].[16C]=[17O].[17C][15C][14C]([15N])[18O],[17C][15C][14C]([15N])[18O],CCC(N)O,0.33976748617844466,0.7743626442159435
40800,818532,[13C].[16C]1[17O][17C]2[15C]3[14C]([18O]1)[15N]32,[16C]1[17O][17C]2[15C]3[14C]([18O]1)[15N]32,C1OC2C3C(O1)N32,0.5669674104632066,0.6394646160992783
40900,820038,[13C].[17C]=[16C][15C][14C]([15N])[18O].[17O],[17C]=[16C][15C][14C]([15N])[18O],C=CCC(N)O,0.245250596528208,0.8603925761273689
41000,821185,[13C].[17O]=[17C][15C]1[16C]=[15N][14C]1[18O],[17O]=[17C][15C]1[16C]=[15N][14C]1[18O],O=CC1C=NC1O,0.27187962226008916,0.8306590287965756
41100,825246,[13C].[15C][14C]([17O])[15N]=[16C][17C][18O],[15C][14C]([17O])[15N]=[16C][17C][18O],CC(O)N=CCO,0.1954644608350434,0.9207234336999499
41200,826038,[13C].[16C]=[18O].[17C].[17O][14C]1[15C][15N]1,[17O][14C]1[15C][15N]1,OC1CN1,0.3469615398943051,0.8701698861062285
41300,826943,[13C].[17O][14C]1[15C][17C]2[16C]([18O])[15N]12,[17O][14C]1[15C][17C]2[16C]([18O])[15N]12,OC1CC2C(O)N12,0.25864220184194536,0.85714354373385
41400,828037,[13C].[16C][17O][14C]1[15C]=[17C]([18O])[15N]1,[16C][17O][14C]1[15C]=[17C]([18O])[15N]1,COC1C=C(O)N1,0.13673906624193255,0.9345784500811796
41500,829532,[13C].[17C]1[16C]2[15C]3[17O][14C]3[15N]12.[18O],[17C]1[16C]2[15C]3[17O][14C]3[15N]12,C1C2C3OC3N12,0.483656140194495,0.9520598382973544
41600,837293,[13C].[15C][14C]=[15N][17O][16C][18O].[17C],[15C][14C]=[15N][17O][16C][18O],CC=NOCO,0.20730193611018669,0.8333031757591605
41700,838106,[13C].[17C][18O][16C][15N]=[14C][15C][17O],[17C][18O][16C][15N]=[14C][15C][17O],COCN=CCO,0.08753104204300546,0.9479966758274943
41800,839296,[13C].[14C]1=[15N][17O][16C]=[17C][15C]1.[18O],[14C]1=[15N][17O][16C]=[17C][15C]1,C1=NOC=CC1,0.5034558886176782,0.5145244190728474
41900,841064,[13C].[16C][15C][14C]=[15N][18O][17C][17O],[16C][15C][14C]=[15N][18O][17C][17O],CCC=NOCO,0.12620352287713119,0.9405498111690462
42000,842412,[13C].[17O][17C]12[15N]=[14C][15C]1[16C][18O]2,[17O][17C]12[15N]=[14C][15C]1[16C][18O]2,OC12N=CC1CO2,,
42100,853039,[13C].[15C][14C][17C]1[18O][17O][15N]1[16C],[15C][14C][17C]1[18O][17O][15N]1[16C],CCC1OON1C,0.2908627786449134,0.9059809700350782
42200,853840,[13C].[15C][14C][17C](=[16C])[17O][15N]=[18O],[15C][14C][17C](=[16C])[17O][15N]=[18O],CCC(=C)ON=O,0.31835186777615615,0.7740426632744924
42300,854611,[13C].[17O][16C]=[17C]1[14C][15C][18O][15N]1,[17O][16C]=[17C]1[14C][15C][18O][15N]1,OC=C1CCON1,0.2383943847990646,0.804368827022408
42400,855292,[13C].[15N][16C]([18O])[17C][14C][15C][17O],[15N][16C]([18O])[17C][14C][15C][17O],NC(O)CCCO,0.23220307382887403,0.9267084313115703
42500,856266,[13C].[15N][15C][14C][17C]=[17O].[16C][18O],[15N][15C][14C][17C]=[17O],NCCC=O,0.1610507683788705,0.8772173078734853
42600,856912,[13C].[14C]1[15C][15N]2[18O][16C]=[17C]12.[17O],[14C]1[15C][15N]2[18O][16C]=[17C]12,C1CN2OC=C12,0.28865948350633325,0.7546932178784082
42700,857757,[13C].[16C][17C][14C][15C]([15N])[17O][18O],[16C][17C][14C][15C]([15N])[17O][18O],CCCC(N)OO,0.2587175866625001,0.8630588255952655
42800,859349,[13C].[16C].[18O][15N]1[17O][17C]12[14C][15C]2,[18O][15N]1[17O][17C]12[14C][15C]2,ON1OC12CC2,0.31869956372437486,0.9024439437100195
42900,860046,[13C].[14C]1[15C][17C]12[16C]=[15N][17O]2.[18O],[14C]1[15C][17C]12[16C]=[15N][17O]2,C1CC12C=NO2,0.3443879024574793,0.9209137437643075
43000,860888,[13C].[15N]=[16C][18O][17O][15C]1[14C][17C]1,[15N]=[16C][18O][17O][15C]1[14C][17C]1,N=COOC1CC1,0.18383899631129663,0.8791309676072959
43100,861977,[13C].[17O][16C]=[17C]1[14C][15C]1[15N][18O],[17O][16C]=[17C]1[14C][15C]1[15N][18O],OC=C1CC1NO,0.4448041095234912,0.6164681490638391
43200,864843,[13C].[15N]=[17C]1[14C][15C][16C]1[17O].[18O],[15N]=[17C]1[14C][15C][16C]1[17O],N=C1CCC1O,0.4780316893104746,0.7203741122476217
43300,865961,[13C].[18O][17C][14C][15C]1[16C][15N][17O]1,[18O][17C][14C][15C]1[16C][15N][17O]1,OCCC1CNO1,0.39382236918330177,0.8489333169958397
43400,867178,[13C].[15N][15C]1[14C][17C](=[17O])[16C]1[18O],[15N][15C]1[14C][17C](=[17O])[16C]1[18O],NC1CC(=O)C1O,0.5907628178670138,0.7472906706625735
43500,870832,[13C].[16C]=[15C][14C][17C]=[15N][17O].[18O],[16C]=[15C][14C][17C]=[15N][17O],C=CCC=NO,0.10685240025405428,0.9787736234821688
43600,873828,[13C].[15C][14C]([18O])[17C]([15N])[16C][17O],[15C][14C]([18O])[17C]([15N])[16C][17O],CC(O)C(N)CO,0.3372643709771551,0.7538852078954337
43700,874649,[13C].[15N][16C][17C]1[17O][15C]2[18O][14C]21,[15N][16C][17C]1[17O][15C]2[18O][14C]21,NCC1OC2OC21,0.33690438867581635,0.9177795454335864
43800,875350,[13C].[15N][15C]1[17O][17C]2[18O][14C]12.[16C],[15N][15C]1[17O][17C]2[18O][14C]12,NC1OC2OC12,0.39558453387272785,0.8495164573605232
43900,876394,[13C].[17O][16C][17C]12[15C][14C]1[18O][15N]2,[17O][16C][17C]12[15C][14C]1[18O][15N]2,OCC12CC1ON2,0.45455488926580073,0.8499904387153494
44000,878230,[13C].[15N].[16C][15C][14C]1[17C][17O][18O]1,[16C][15C][14C]1[17C][17O][18O]1,CCC1COO1,0.20557726944565224,0.8949724699849484
44100,879287,[13C].[16C][15C]1[14C]([17C])[18O][15N]1[17O],[16C][15C]1[14C]([17C])[18O][15N]1[17O],CC1C(C)ON1O,0.4149439727046751,0.688348263173395
44200,881374,[13C].[17O][15N][18O][14C]1[15C]=[16C][17C]1,[17O][15N][18O][14C]1[15C]=[16C][17C]1,ONOC1C=CC1,0.1434113823208853,0.940637792920269
44300,885321,[13C].[16C][18O][15C][14C]([17C])[17O][15N],[16C][18O][15C][14C]([17C])[17O][15N],COCC(C)ON,0.19790886804720093,0.8778857568325577
44400,886046,[13C].[15C]1[14C]2[17C][15N]1[17O]2.[16C]=[18O],[15C]1[14C]2[17C][15N]1[17O]2,C1C2CN1O2,0.8608213257916638,0.8918953949243315
44500,886854,[13C].[16C].[17O][14C]1[15C]=[15N][18O][17C]1,[17O][14C]1[15C]=[15N][18O][17C]1,OC1C=NOC1,0.3517253767549278,0.7483223590498584
44600,887755,[13C].[16C][15N][17O][14C]1[15C]2[18O][17C]12,[16C][15N][17O][14C]1[15C]2[18O][17C]12,CNOC1C2OC12,0.09229168971083242,0.9708101844418788
44700,889500,[13C].[15N]=[17C]([18O])[14C]1[15C][16C][17O]1,[15N]=[17C]([18O])[14C]1[15C][16C][17O]1,N=C(O)C1CCO1,0.33522195985348785,0.8237689894398961
44800,890510,[13C].[18O][16C][15C]1[14C]2[17C][15N]1[17O]2,[18O][16C][15C]1[14C]2[17C][15N]1[17O]2,OCC1C2CN1O2,0.30123369728838273,0.977847698017172
44900,892467,[13C].[17O][14C]1[15C]=[16C][15N]([18O])[17C]1,[17O][14C]1[15C]=[16C][15N]([18O])[17C]1,OC1C=CN(O)C1,0.26143097448506936,0.81137896304102
45000,900407,[13C].[15C][14C]1[15N][16C]([18O])[17C]1[17O],[15C][14C]1[15N][16C]([18O])[17C]1[17O],CC1NC(O)C1O,0.508048890071716,0.7083283937456927
45100,901268,[13C].[16C][18O][17C]1[14C]2[15C][17O][15N]21,[16C][18O][17C]1[14C]2[15C][17O][15N]21,COC1C2CON21,0.15653957160636722,0.9397518783816969
45200,902229,[13C].[17O]=[17C]1[18O][16C][15N]2[15C][14C]12,[17O]=[17C]1[18O][16C][15N]2[15C][14C]12,O=C1OCN2CC12,0.430478759516848,0.7155371554225558
45300,903458,[13C].[15C]1[14C]2[15N][17O][17C]12.[16C][18O],[15C]1[14C]2[15N][17O][17C]12,C1C2NOC12,0.4387172080942752,0.7800353422014756
45400,904213,[13C].[16C]=[17C]1[14C]2[15N][18O][15C]21.[17O],[16C]=[17C]1[14C]2[15N][18O][15C]21,C=C1C2NOC21,0.26712884158307004,0.8995762730890966
45500,906374,[13C].[15N][14C]1[15C][16C][18O][17C]1=[17O],[15N][14C]1[15C][16C][18O][17C]1=[17O],NC1CCOC1=O,0.4743590187135435,0.6009165448019238
45600,907287,[13C].[16C]1=[17C][14C]2[15N][17O][18O][15C]12,[16C]1=[17C][14C]2[15N][17O][18O][15C]12,C1=CC2NOOC12,0.5446229098382094,0.7753002018681919
45700,908978,[13C].[17O][15N]1[14C]2[15C]([16C]=[18O])[17C]21,[17O][15N]1[14C]2[15C]([16C]=[18O])[17C]21,ON1C2C(C=O)C21,0.2119414461670312,0.8908903643801102
45800,928733,[13C].[15C][14C]=[17C][18O][16C][17O].[15N],[15C][14C]=[17C][18O][16C][17O],CC=COCO,0.1550907252990667,0.8693801627497701
45900,929579,[13C].[14C]1=[17C][17O][16C][15N][18O][15C]1,[14C]1=[17C][17O][16C][15N][18O][15C]1,C1=COCNOC1,0.509511339227815,0.5661473631816591
46000,930393,[13C].[16C].[17C]=[14C][15C]([18O])[17O][15N],[17C]=[14C][15C]([18O])[17O][15N],C=CC(O)ON,0.47581357021110154,0.6045371208388464
