,smiles,min_dist_all,natoms,drugbank_matches
36798,O=C1CCCONC1,8.0,8,0
36799,NCC(=O)C1CCO1,8.0,8,0
36800,O=C1CNC1CCO,8.0,8,0
36801,O=C1CN2OCCC12,9.0,8,0
36802,O=C1CNC12CCO2,9.0,8,0
36803,O=C1CN=C1CCO,9.0,8,0
36804,NCC(=O)CC1CO1,8.0,8,0
36805,O=C1CNC1C1CO1,9.0,8,0
36806,O=C1CN=C1C1CO1,10.0,8,0
36807,O=C1CNC(CO)C1,8.0,8,0
36808,O=C1CC2CON2C1,9.0,8,0
36809,O=C1CNC2COC12,9.0,8,0
36810,O=C1CN2C(CO)C12,9.0,8,0
36811,O=C1CN2C3COC132,10.0,8,0
36812,O=C1CNC2(CO2)C1,9.0,8,0
36813,O=C1CN2C1C21CO1,10.0,8,0
36814,O=C1CN=C(CO)C1,9.0,8,0
36815,O=C1CN=C2COC12,10.0,8,0
36816,NCC(=O)C=CCO,7.0,8,0
36817,O=C1C=CCONC1,8.0,8,0
36818,NCC(=O)C1=CCO1,8.0,8,0
36819,O=C1CNC1=CCO,8.0,8,0
36820,O=C1CN2OCC=C12,9.0,8,0
36821,NCC(=O)C=C1CO1,8.0,8,0
36822,O=C1CNC1=C1CO1,9.0,8,0
36823,O=C1C=C(CO)NC1,8.0,8,0
36824,O=C1C=C2CON2C1,9.0,8,0
36825,O=C1CNC2=C1OC2,9.0,8,0
36826,O=C1CN2C(CO)=C12,9.0,8,0
36827,NCC(=O)C#CCO,8.0,8,0
36828,O=C1C#CCONC1,9.0,8,0
36829,CC(=O)CN=CC=O,9.0,8,0
36830,NCC(=O)CCC=O,6.0,8,6
36831,O=CCC1NCC1=O,7.0,8,0
36832,O=CCC1=NCC1=O,8.0,8,0
36833,O=CC1CC(=O)CN1,7.0,8,0
36834,O=CC1C2C(=O)CN12,8.0,8,0
36835,O=CC1=NCC(=O)C1,8.0,8,0
36836,NCC(=O)C=CC=O,6.0,8,10
36837,O=CC=C1NCC1=O,7.0,8,0
36838,O=CC1=CC(=O)CN1,7.0,8,0
36839,O=CC1=C2C(=O)CN12,8.0,8,0
36840,NCC(=O)C#CC=O,7.0,8,0
36841,O=C1CNCC(=O)C1,9.0,8,0
36842,O=C1CN2CC(=O)C12,10.0,8,0
36843,O=C1CC2CN2C1,6.0,7,0
36844,O=C1CN2CC2C1O,7.0,8,0
36845,O=C1CN2CC2C1=O,6.0,8,0
36846,O=C1CN2CC2(O)C1,7.0,8,0
36847,O=C1CN2CC23OC13,8.0,8,0
36848,O=C1C=CCNC1,8.0,7,0
36849,O=C1C=CCN(O)C1,9.0,8,0
36850,O=C1CNCC=C1O,9.0,8,0
36851,O=C1CN2CC=C1O2,10.0,8,0
36852,O=C1CN2CC=C12,9.0,7,0
36853,O=C1C=C(O)CNC1,9.0,8,0
36854,O=C1C=C2CN(C1)O2,10.0,8,0
36855,O=C1CNCC2=C1O2,10.0,8,0
36856,O=C1CN2CC(O)=C12,10.0,8,0
36857,O=C1C=C2CN2C1,7.0,7,0
36858,O=C1CN2CC2=C1O,8.0,8,0
36859,O=C1C#CCNC1,9.0,7,0
36860,O=C1C#CCN(O)C1,10.0,8,0
36861,CC(=O)CN1C2OC21,11.0,8,0
36862,O=C1CCC(O)NC1,8.0,8,0
36863,O=C1CCC2ON2C1,9.0,8,0
36864,O=C1CNC2CC1O2,9.0,8,0
36865,O=C1CN2C(O)CC12,9.0,8,0
36866,O=C1CN2C3CC12O3,10.0,8,0
36867,O=C1CNC2OC2C1,9.0,8,0
36868,O=C1CN2C3OC3C12,10.0,8,0
36869,O=C1CC2C(O)N2C1,9.0,8,0
36870,O=C1CN2C3OC1C32,10.0,8,0
36871,O=C1CN2C3OC32C1,10.0,8,0
36872,O=C1C=CC(O)NC1,8.0,8,0
36873,O=C1C=CC2ON2C1,9.0,8,0
36874,O=C1CNC2C=C1O2,9.0,8,0
36875,O=C1CN2C1=CC2O,9.0,8,0
36876,O=C1C=C2OC2NC1,9.0,8,0
36877,O=C1CN2C1=C1OC12,10.0,8,0
36878,O=C1C=C2C(O)N2C1,9.0,8,0
36879,O=C1CN2C3=C1OC32,10.0,8,0
36880,O=C1C#CC(O)NC1,9.0,8,0
36881,O=C1C#CC2ON2C1,10.0,8,0
36882,O=C1CCC(=O)NC1,7.0,8,0
36883,O=C1CN2C(=O)CC12,8.0,8,0
36884,O=C1CC2C(=O)N2C1,8.0,8,0
36885,O=C1C=CC(=O)NC1,7.0,8,0
36886,O=C1CN2C(=O)C=C12,8.0,8,0
36887,O=C1C=C2C(=O)N2C1,8.0,8,0
36888,O=C1C#CC(=O)NC1,8.0,8,0
36889,O=C1CCC=NC1,10.0,7,0
36890,O=C1CN=CCC1O,9.0,8,0
36891,O=C1CC=NCC1=O,8.0,8,0
36892,O=C1CN=CC(O)C1,11.0,8,0
36893,O=C1CN=CC2OC12,10.0,8,0
36894,O=C1C=NCC(=O)C1,10.0,8,0
36895,O=C1C=CC=NC1,10.0,7,0
36896,O=C1CN=CC=C1O,10.0,8,0
36897,O=C1C=C(O)C=NC1,11.0,8,0
36898,O=C1CN=CC2=C1O2,11.0,8,0
36899,O=C1C#CC=NC1,11.0,7,0
36900,O=C1CCC(O)=NC1,9.0,8,0
36901,O=C1CN=C2CC1O2,10.0,8,0
36902,O=C1CN=C2OC2C1,10.0,8,0
36903,O=C1C=CC(O)=NC1,9.0,8,0
36904,O=C1CN=C2C=C1O2,10.0,8,0
36905,O=C1C=C2OC2=NC1,10.0,8,0
36906,O=C1C#CC(O)=NC1,10.0,8,0
36907,NCC(=O)C1CC1,9.0,7,1
36908,O=C(CNO)C1CC1,10.0,8,0
36909,O=NCC(=O)C1CC1,11.0,8,0
36910,NCC(=O)C1(O)CC1,8.0,8,0
36911,O=C1CNOC12CC2,9.0,8,0
36912,O=C1CNC12CC2,10.0,7,0
36913,O=C1CN(O)C12CC2,11.0,8,0
36914,NCC(=O)C1CC1O,8.0,8,0
36915,O=C1CNOC2CC12,9.0,8,0
36916,NCC(=O)C12CC1O2,9.0,8,0
36917,O=C1CNC12CC2O,9.0,8,0
36918,O=C1CN2OC3CC132,10.0,8,0
36919,NCC(=O)C1CC1=O,7.0,8,0
36920,O=C1CNC12CC2=O,8.0,8,0
36921,O=C1CNC2CC12,10.0,7,0
36922,O=C1CN(O)C2CC12,11.0,8,0
36923,O=C1CNC2CC12O,9.0,8,0
36924,O=C1CN2OC13CC23,10.0,8,0
36925,O=C1CN2C3CC132,11.0,7,0
36926,O=C1CNC2(O)CC12,9.0,8,0
36927,O=C1CN2OC23CC13,10.0,8,0
36928,O=C1CNC23CC12O3,10.0,8,0
36929,O=C1CN2C3(O)CC123,10.0,8,0
36930,O=C1CN=C2CC12,11.0,7,0
36931,O=C1CN=C2CC12O,10.0,8,0
36932,NCC(=O)C1=CC1,9.0,7,0
36933,O=C(CNO)C1=CC1,10.0,8,0
36934,O=NCC(=O)C1=CC1,11.0,8,0
36935,NCC(=O)C1=C(O)C1,9.0,8,0
36936,O=C1CNOC2=C1C2,10.0,8,0
36937,O=C1CNC2=C1C2,10.0,7,0
36938,O=C1CN(O)C2=C1C2,11.0,8,0
36939,NCC(=O)C1C2OC21,9.0,8,0
36940,O=C1CNC12C1OC12,10.0,8,0
36941,O=C1CNC2C(O)C12,9.0,8,0
36942,O=C1CN2OC3C1C32,10.0,8,0
36943,O=C1CNC2C3OC123,10.0,8,0
36944,O=C1CN2C3C(O)C132,10.0,8,0
36945,O=C1CNC23OC2C13,10.0,8,0
36946,O=C1CN2C34OC3C124,11.0,8,0
36947,O=C1CN=C2C(O)C12,10.0,8,0
36948,O=C1CN=C2C3OC123,11.0,8,0
36949,NCC(=O)C1=CC1O,8.0,8,0
36950,O=C1CNOC2C=C12,9.0,8,0
36951,NCC(=O)C1=C2OC21,9.0,8,0
36952,O=C1CNC2=C1C2O,9.0,8,0
36953,O=C1CN2OC3C1=C32,10.0,8,0
36954,O=C1CNC2C(=O)C12,8.0,8,0
36955,O=C1CN2C3C(=O)C132,9.0,8,0
36956,O=C1CN=C2C(=O)C12,9.0,8,0
36957,NCC(=O)c1cc1=O,7.0,8,0
36958,O=C1CNc2c1c2=O,8.0,8,0
36959,O=C1CN2C3C1C32,11.0,7,0
36960,O=C1CN2C3C2C13O,10.0,8,0
36961,O=C1CN2C3C1C32O,10.0,8,0
36962,O=C1CN2C3C14OC324,11.0,8,0
36963,O=C1CNC2C=C12,10.0,7,0
36964,O=C1CN(O)C2C=C12,11.0,8,0
36965,O=C1CNC2C(O)=C12,10.0,8,0
36966,O=C1CN2OC3=C1C32,11.0,8,0
36967,O=C1CN2C3=C1C32,11.0,7,0
36968,O=C1CN2C34OC23C14,11.0,8,0
36969,O=C1CNC2(O)C=C12,9.0,8,0
36970,O=C1CN2OC23C=C13,10.0,8,0
36971,O=C1CNC23OC2=C13,10.0,8,0
36972,O=C1CN2C3=C1C32O,10.0,8,0
36973,O=C1CN=C2C=C12,11.0,7,0
36974,O=C1CN=C2C(O)=C12,11.0,8,0
36975,C=CONCC(C)=O,10.0,8,0
36976,C=COCC(=O)CN,9.0,8,0
36977,C=CON1CC(=O)C1,11.0,8,0
36978,C=COC1NCC1=O,10.0,8,0
36979,C=COC1=NCC1=O,11.0,8,0
36980,C=CNCC(C)=O,10.0,7,1
36981,C=CN(O)CC(C)=O,11.0,8,0
36982,C=CNCC(=O)CO,9.0,8,0
36983,C=CN1CC(=O)CO1,10.0,8,0
36984,C=CNCC(=O)C=O,8.0,8,0
36985,C=CN1CC(=O)C1,11.0,7,0
36986,C=CN1CC(=O)C1O,10.0,8,0
36987,C=CN1CC(=O)C1=O,9.0,8,0
36988,C=C(O)NCC(C)=O,10.0,8,0
36989,C=C1ON1CC(C)=O,11.0,8,0
36990,C=C1NCC(=O)CO1,10.0,8,0
36991,C=C(O)N1CC(=O)C1,11.0,8,0
36992,C=C1OC2C(=O)CN12,11.0,8,0
36993,C=C=NCC(C)=O,11.0,7,0
36994,C=C=NCC(=O)CO,10.0,8,0
36995,C=C=NCC(=O)C=O,9.0,8,0
36996,C=CCC(=O)CN,8.0,7,1
36997,C=CCC(=O)CNO,9.0,8,0
36998,C=CCC(=O)CN=O,10.0,8,0
36999,C=CC(O)C(=O)CN,7.0,8,0
37000,C=CC1ONCC1=O,8.0,8,0
37001,C=CC(=O)C(=O)CN,6.0,8,0
37002,C=CC1NCC1=O,9.0,7,0
37003,C=CC1C(=O)CN1O,10.0,8,0
37004,C=CC1(O)NCC1=O,8.0,8,0
37005,C=CC12ON1CC2=O,9.0,8,0
37006,C=CC1=NCC1=O,10.0,7,0
37007,C=C(O)CC(=O)CN,9.0,8,0
37008,C=C1CC(=O)CNO1,10.0,8,0
37009,C=C1OC1C(=O)CN,8.0,8,0
37010,C=C(O)C1NCC1=O,10.0,8,0
37011,C=C1ON2CC(=O)C12,11.0,8,0
37012,C=C1OC12NCC2=O,9.0,8,0
37013,C=C(O)C1=NCC1=O,11.0,8,0
37014,C=C1CC(=O)CN1,9.0,7,1
37015,C=C1CC(=O)CN1O,10.0,8,0
37016,C=C1NCC(=O)C1O,8.0,8,0
37017,C=C1C2ON1CC2=O,9.0,8,0
37018,C=C1NCC(=O)C1=O,7.0,8,0
37019,C=C1C2C(=O)CN12,10.0,7,0
37020,C=C1N2CC(=O)C12O,9.0,8,0
37021,C=C=CC(=O)CN,9.0,7,0
37022,C=C=CC(=O)CNO,10.0,8,0
37023,C=C=CC(=O)CN=O,11.0,8,0
37024,C=C=C(O)C(=O)CN,8.0,8,0
37025,C=C=C1ONCC1=O,9.0,8,0
37026,C=C=C1NCC1=O,10.0,7,0
37027,C=C=C1C(=O)CN1O,11.0,8,0
37028,CC(=O)CNC=CO,10.0,8,0
37029,CC(=O)Cn1cco1,11.0,8,0
37030,O=C1CNC=COC1,10.0,8,0
37031,O=C1CN(C=CO)C1,11.0,8,0
37032,O=C1CN2C=COC12,11.0,8,0
37033,CC(=O)CNC1=CO1,11.0,8,0
37034,O=C1CN(C2=CO2)C1,12.0,8,0
37035,CC(=O)CN=C=CO,11.0,8,0
37036,O=C1CN=C=COC1,11.0,8,0
37037,NCC(=O)CC=CO,8.0,8,0
37038,O=C1CC=CONC1,9.0,8,0
37039,NCC(=O)C1C=CO1,8.0,8,0
37040,O=C1CNC1C=CO,9.0,8,0
37041,O=C1CN2OC=CC12,10.0,8,0
37042,O=C1CNC12C=CO2,9.0,8,0
37043,O=C1CN=C1C=CO,10.0,8,0
37044,NCC(=O)CC1=CO1,9.0,8,0
37045,O=C1CNC1C1=CO1,10.0,8,0
37046,O=C1CN=C1C1=CO1,11.0,8,0
37047,O=C1CNC(=CO)C1,9.0,8,0
37048,O=C1Cc2con2C1,10.0,8,0
37049,O=C1CNC2=COC12,9.0,8,0
37050,O=C1CN2C(=CO)C12,10.0,8,0
37051,O=C1CN2C3=COC132,10.0,8,0
37052,NCC(=O)C=C=CO,8.0,8,0
37053,O=C1C=C=CONC1,9.0,8,0
37054,NCC(=O)C1=C=CO1,9.0,8,0
37055,O=C1CNC1=C=CO,9.0,8,0
37056,O=C1CN2OC=C=C12,10.0,8,0
37057,CC(=O)CNC=C=O,9.0,8,0
37058,O=C=CN1CC(=O)C1,10.0,8,0
37059,CC(=O)CN=C=C=O,10.0,8,0
37060,NCC(=O)CC=C=O,7.0,8,0
37061,O=C=CC1NCC1=O,8.0,8,0
37062,O=C=CC1=NCC1=O,9.0,8,0
37063,O=C=C1CC(=O)CN1,8.0,8,0
37064,O=C=C1C2C(=O)CN12,9.0,8,0
37065,NCC(=O)C=C=C=O,7.0,8,0
37066,O=C=C=C1NCC1=O,8.0,8,0
37067,CC(=O)CN1C=C1,11.0,7,0
37068,O=C(CO)CN1C=C1,10.0,8,0
37069,O=CC(=O)CN1C=C1,9.0,8,0
37070,CC(=O)CN1C=C1O,11.0,8,0
37071,O=C1COC2=CN2C1,11.0,8,0
37072,O=C1CC=CNC1,9.0,7,0
37073,O=C1CC=CN(O)C1,10.0,8,0
37074,O=C1CNC=CC1O,8.0,8,0
37075,O=C1CN2C=CC1O2,9.0,8,0
37076,O=C1C=CNCC1=O,7.0,8,0
37077,O=C1CN2C=CC12,10.0,7,0
37078,O=C1CN2C=CC12O,9.0,8,0
37079,O=C1CNC=C(O)C1,10.0,8,0
37080,O=C1Cc2cn(o2)C1,11.0,8,0
37081,O=C1CNC=C2OC12,9.0,8,0
37082,O=C1CN2C=C(O)C12,11.0,8,0
37083,O=C1CN2C=C3OC132,10.0,8,0
37084,O=C1CC2=CN2C1,10.0,7,0
37085,O=C1CN2C=C2C1O,9.0,8,0
37086,O=C1CN2C=C2C1=O,8.0,8,0
37087,O=C1C=C=CNC1,10.0,7,0
37088,O=C1C=C=CN(O)C1,11.0,8,0
37089,O=C1CNC=C=C1O,9.0,8,0
37090,O=C1CN2C=C=C1O2,10.0,8,0
37091,O=C1CN2C=C=C12,11.0,7,0
37092,CC(=O)Cn1c2oc1=2,12.0,8,0
37093,O=C1CC=C(O)NC1,9.0,8,0
37094,O=C1CC=C2ON2C1,10.0,8,0
37095,O=C1CNC2=CC1O2,9.0,8,0
37096,O=C1CN2C(O)=CC12,10.0,8,0
37097,O=C1CN2C3=CC12O3,10.0,8,0
37098,O=C1CNC2=C(C1)O2,10.0,8,0
37099,O=C1CN2C3=C(O3)C12,11.0,8,0
37100,O=C1CC2=C(O)N2C1,10.0,8,0
37101,O=C1CN2C3=C2C1O3,10.0,8,0
37102,O=C1C=C=C(O)NC1,9.0,8,0
37103,O=C1C=C=C2ON2C1,10.0,8,0
37104,O=C1CNC2=C=C1O2,10.0,8,0
37105,O=C1CN2C(O)=C=C12,10.0,8,0
37106,O=C1CC=C=NC1,10.0,7,0
37107,O=C1CN=C=CC1O,9.0,8,0
37108,O=C1C=C=NCC1=O,8.0,8,0
37109,O=C1CN=C=C(O)C1,11.0,8,0
37110,O=C1CN=C=C2OC12,10.0,8,0
37111,O=C1C=C=C=NC1,11.0,7,0
37112,O=C1CN=C=C=C1O,10.0,8,0
37113,NCC(=O)C1C=C1,9.0,7,0
37114,O=C(CNO)C1C=C1,10.0,8,0
37115,O=NCC(=O)C1C=C1,11.0,8,0
37116,NCC(=O)C1(O)C=C1,8.0,8,0
37117,O=C1CNOC12C=C2,9.0,8,0
37118,O=C1CNC12C=C2,10.0,7,0
37119,O=C1CN(O)C12C=C2,11.0,8,0
37120,NCC(=O)C1C=C1O,9.0,8,0
37121,O=C1CNOC2=CC12,10.0,8,0
37122,NCC(=O)C12C=C1O2,9.0,8,0
37123,O=C1CNC12C=C2O,10.0,8,0
37124,O=C1CN2OC3=CC132,11.0,8,0
37125,O=C1CNC2=CC12,10.0,7,0
37126,O=C1CN(O)C2=CC12,11.0,8,0
37127,O=C1CNC2=CC12O,9.0,8,0
37128,O=C1CN2OC13C=C23,10.0,8,0
37129,O=C1CN2C3=CC132,11.0,7,0
37130,NCC(=O)C1=C=C1,10.0,7,0
37131,O=C(CNO)C1=C=C1,11.0,8,0
37132,O=NCC(=O)C1=C=C1,12.0,8,0
37133,NCC(=O)C1C2=C1O2,10.0,8,0
37134,O=C1CNC12C1=C2O1,11.0,8,0
37135,O=C1CNC2=C(O)C12,10.0,8,0
37136,O=C1Cn2oc3c2C13,11.0,8,0
37137,O=C1CNC2=C3OC123,10.0,8,0
37138,O=C1CN2C3=C(O)C132,11.0,8,0
37139,NCC(=O)C1=C=C1O,9.0,8,0
37140,O=C1CNOC2=C=C12,10.0,8,0
37141,O=C1CN2C3=C2C13,11.0,7,0
37142,O=C1CN2C3=C2C13O,10.0,8,0
37143,O=C1CNC2=C=C12,11.0,7,0
37144,O=C1CN(O)C2=C=C12,12.0,8,0
37145,C#CONCC(C)=O,11.0,8,0
37146,C#COCC(=O)CN,10.0,8,0
37147,C#CON1CC(=O)C1,12.0,8,0
37148,C#COC1NCC1=O,11.0,8,0
37149,C#COC1=NCC1=O,12.0,8,0
37150,C#CNCC(C)=O,11.0,7,0
37151,C#CN(O)CC(C)=O,12.0,8,0
37152,C#CNCC(=O)CO,10.0,8,0
37153,C#CN1CC(=O)CO1,11.0,8,0
37154,C#CNCC(=O)C=O,9.0,8,0
37155,C#CN1CC(=O)C1,12.0,7,0
37156,C#CN1CC(=O)C1O,11.0,8,0
37157,C#CN1CC(=O)C1=O,10.0,8,0
37158,C#CCC(=O)CN,9.0,7,0
37159,C#CCC(=O)CNO,10.0,8,0
37160,C#CCC(=O)CN=O,11.0,8,0
37161,C#CC(O)C(=O)CN,8.0,8,0
37162,C#CC1ONCC1=O,9.0,8,0
37163,C#CC(=O)C(=O)CN,7.0,8,0
37164,C#CC1NCC1=O,10.0,7,0
37165,C#CC1C(=O)CN1O,11.0,8,0
37166,C#CC1(O)NCC1=O,9.0,8,0
37167,C#CC12ON1CC2=O,10.0,8,0
37168,C#CC1=NCC1=O,11.0,7,0
37169,CC(=O)CNC#CO,11.0,8,0
37170,CC(=O)Cn1c#co1,12.0,8,0
37171,O=C1CNC#COC1,11.0,8,0
37172,O=C1CN(C#CO)C1,12.0,8,0
37173,O=C1CN2C#COC12,12.0,8,0
37174,NCC(=O)CC#CO,9.0,8,0
37175,O=C1CC#CONC1,10.0,8,0
37176,NCC(=O)C1C#CO1,9.0,8,0
37177,O=C1CNC1C#CO,10.0,8,0
37178,O=C1CN2OC#CC12,11.0,8,0
37179,O=C1CNC12C#CO2,10.0,8,0
37180,O=C1CN=C1C#CO,11.0,8,0
37181,CC(=O)CN1C#C1,12.0,7,0
37182,O=C(CO)CN1C#C1,11.0,8,0
37183,O=CC(=O)CN1C#C1,10.0,8,0
37184,O=C1CC#CNC1,10.0,7,0
37185,O=C1CC#CN(O)C1,11.0,8,0
37186,O=C1CNC#CC1O,9.0,8,0
37187,O=C1CN2C#CC1O2,10.0,8,0
37188,O=C1C#CNCC1=O,8.0,8,0
37189,O=C1CN2C#CC12,11.0,7,0
37190,O=C1CN2C#CC12O,10.0,8,0
37191,NCC(=O)C1C#C1,10.0,7,0
37192,O=C(CNO)C1C#C1,11.0,8,0
37193,O=NCC(=O)C1C#C1,12.0,8,0
37194,NCC(=O)C1(O)C#C1,9.0,8,0
37195,O=C1CNOC12C#C2,10.0,8,0
37196,O=C1CNC12C#C2,11.0,7,0
37197,O=C1CN(O)C12C#C2,12.0,8,0
37198,COC(C)(CN)OC,10.0,8,7
37199,COC1(OC)CNC1,11.0,8,0
37200,COC1(OC)C=NC1,12.0,8,0
37201,CNCC(C)(O)OC,10.0,8,5
37202,COC1(C)CN(C)O1,11.0,8,0
37203,CNCC1(OC)CO1,11.0,8,0
37204,COC1(O)CN(C)C1,11.0,8,0
37205,COC12CN(C)C1O2,12.0,8,0
37206,COC1(C)CNCO1,11.0,8,0
37207,COC12CN(CO1)C2,12.0,8,0
37208,C=NCC(C)(O)OC,11.0,8,0
37209,C=NCC1(OC)CO1,12.0,8,0
37210,COC1(C)CN=CO1,12.0,8,0
37211,CCC(O)(CN)OC,8.0,8,5
37212,CCC1(OC)CNO1,9.0,8,0
37213,COC1(CN)OC1C,9.0,8,0
37214,COC1(O)CNC1C,9.0,8,0
37215,COC12CN(O1)C2C,10.0,8,0
37216,COC12CNC1(C)O2,10.0,8,0
37217,COC1(O)CN=C1C,10.0,8,0
37218,COC1(CN)CCO1,9.0,8,0
37219,COC12CNC1CO2,10.0,8,0
37220,COC12CN=C1CO2,11.0,8,0
37221,COC1(O)CN2CC21,6.0,8,0
37222,COC12CN3CC31O2,7.0,8,0
37223,COC12CNC(C1)O2,10.0,8,0
37224,COC12CN3C(O1)C32,11.0,8,0
37225,COC1(O)CC=NC1,10.0,8,0
37226,COC12CN=CC1O2,11.0,8,0
37227,COC12CN=C(C1)O2,11.0,8,0
37228,C=CC(O)(CN)OC,8.0,8,1
37229,C=CC1(OC)CNO1,9.0,8,0
37230,C=C1OC1(CN)OC,9.0,8,0
37231,C=C1NCC1(O)OC,9.0,8,0
37232,C=C1N2CC1(OC)O2,10.0,8,0
37233,COC1(CN)C=CO1,9.0,8,0
37234,COC12CNC1=CO2,10.0,8,0
37235,COC1(O)C=CNC1,9.0,8,0
37236,COC12C=CN(C1)O2,10.0,8,0
37237,COC12CNC=C1O2,10.0,8,0
37238,COC1(O)CN2C=C21,10.0,8,0
37239,COC12C=C(NC1)O2,10.0,8,0
37240,COC12CN3C(=C31)O2,11.0,8,0
37241,COC1(O)C=C=NC1,10.0,8,0
37242,COC12CN=C=C1O2,11.0,8,0
37243,C#CC(O)(CN)OC,9.0,8,0
37244,C#CC1(OC)CNO1,10.0,8,0
37245,COC1(CN)C#CO1,10.0,8,0
37246,COC1(O)C#CNC1,10.0,8,0
37247,COC12C#CN(C1)O2,11.0,8,0
37248,CNCC1(C)OCO1,9.0,8,0
37249,CN1CC2(C1)OCO2,10.0,8,0
37250,C=NCC1(C)OCO1,10.0,8,0
37251,CCC1(CN)OCO1,7.0,8,0
37252,CC1NCC12OCO2,8.0,8,0
37253,CC1=NCC12OCO2,9.0,8,0
37254,C1OC2(CN3CC32)O1,7.0,8,0
37255,C1=NCC2(C1)OCO2,9.0,8,0
37256,C=CC1(CN)OCO1,7.0,8,0
37257,C=C1NCC12OCO2,8.0,8,0
37258,C1=CC2(CN1)OCO2,8.0,8,0
37259,C1=C2N1CC21OCO1,9.0,8,0
37260,C1=CC2(CN=1)OCO2,9.0,8,0
37261,C#CC1(CN)OCO1,8.0,8,0
37262,C1#CC2(CN1)OCO2,9.0,8,0
37263,CN(C)CC(C)(O)O,12.0,8,1
37264,CN(C)CC1(C)OO1,13.0,8,0
37265,CN(C)CC1(O)CO1,11.0,8,0
37266,CN(C)CC12OC1O2,10.0,8,0
37267,CN1COC(C)(O)C1,11.0,8,0
37268,CN1COC2(CO2)C1,12.0,8,0
37269,CN1CC2(C)OC1O2,10.0,8,0
37270,CCC(O)(O)CNC,10.0,8,5
37271,CCC1(CNC)OO1,11.0,8,0
37272,CCC1(O)CN(C)O1,11.0,8,0
37273,CNCC1(O)OC1C,9.0,8,0
37274,CC1OC12CN(C)O2,10.0,8,0
37275,CNCC12OC1(C)O2,8.0,8,0
37276,CC1N(C)CC1(O)O,11.0,8,0
37277,CC1N(C)CC12OO2,12.0,8,0
37278,CN1CC2(O)OC12C,10.0,8,0
37279,CNCC1(O)CCO1,9.0,8,0
37280,CN1CC2(CCO2)O1,10.0,8,0
37281,CNCC12OCC1O2,10.0,8,0
37282,CN1CC2(O)OCC12,10.0,8,0
37283,CN1CC23OCC12O3,11.0,8,0
37284,CNCC12CC(O1)O2,8.0,8,0
37285,CN1CC23OC(O2)C13,9.0,8,0
37286,CN1CC23OC2(C1)O3,9.0,8,0
37287,CN1CC2(O)CC1O2,10.0,8,0
37288,CN1CC23OC1C2O3,11.0,8,0
37289,CN1CC23CC1(O2)O3,9.0,8,0
37290,C=CC(O)(O)CNC,10.0,8,0
37291,C=CC1(CNC)OO1,11.0,8,0
37292,C=CC1(O)CN(C)O1,11.0,8,0
37293,C=C1OC1(O)CNC,10.0,8,0
37294,C=C1OC12CN(C)O2,11.0,8,0
37295,C=C1N(C)CC1(O)O,11.0,8,0
37296,C=C1N(C)CC12OO2,12.0,8,0
37297,CNCC1(O)C=CO1,10.0,8,0
37298,CN1CC2(C=CO2)O1,11.0,8,0
37299,CNCC12OC=C1O2,11.0,8,0
37300,CN1CC2(O)OC=C12,11.0,8,0
37301,CNCC12C=C(O1)O2,9.0,8,0
37302,CN1CC23OC(=C12)O3,10.0,8,0
37303,CN1C=CC(O)(O)C1,11.0,8,0
37304,CN1C=CC2(C1)OO2,12.0,8,0
37305,CN1C=C2OC2(O)C1,11.0,8,0
37306,CN1CC2(O)C=C1O2,11.0,8,0
37307,CN1CC23OC1=C2O3,12.0,8,0
37308,C#CC(O)(O)CNC,11.0,8,0
37309,C#CC1(CNC)OO1,12.0,8,0
37310,C#CC1(O)CN(C)O1,12.0,8,0
37311,CNCC1(O)C#CO1,11.0,8,0
37312,CN1CC2(C#CO2)O1,12.0,8,0
37313,CN1C#CC(O)(O)C1,12.0,8,0
37314,CN1C#CC2(C1)OO2,13.0,8,0
37315,CC12CN(CO1)CO2,12.0,8,0
37316,CCC1(O)CNCO1,9.0,8,0
37317,CCC12CN(CO1)O2,10.0,8,0
37318,CC1OC12CNCO2,10.0,8,0
37319,CC1N2COC1(O)C2,10.0,8,0
37320,CC12OC13CN2CO3,11.0,8,0
37321,C1CC2(CNCO2)O1,10.0,8,0
37322,C1OC23CN(CO2)C13,11.0,8,0
37323,C1OC23CC(O2)N1C3,11.0,8,0
37324,C=CC1(O)CNCO1,9.0,8,0
37325,C=CC12CN(CO1)O2,10.0,8,0
37326,C=C1OC12CNCO2,10.0,8,0
37327,C=C1N2COC1(O)C2,10.0,8,0
37328,C1=CC2(CNCO2)O1,10.0,8,0
37329,C1=C2N3COC2(C3)O1,11.0,8,0
37330,OC12C=CN(CO1)C2,10.0,8,0
37331,C1=C2OC23CN1CO3,11.0,8,0
37332,C1=C2OC13CN2CO3,11.0,8,0
37333,C#CC1(O)CNCO1,10.0,8,0
37334,C#CC12CN(CO1)O2,11.0,8,0
37335,C1#CC2(CNCO2)O1,11.0,8,0
37336,OC12C#CN(CO1)C2,11.0,8,0
37337,CCC12CNC(O1)O2,8.0,8,0
37338,CC1N2CC13OC2O3,9.0,8,0
37339,C=CC12CNC(O1)O2,8.0,8,0
37340,C=C1N2CC13OC2O3,9.0,8,0
37341,C1=CC23CN1C(O2)O3,9.0,8,0
37342,C#CC12CNC(O1)O2,9.0,8,0
37343,C1#CC23CN1C(O2)O3,10.0,8,0
37344,C=NCC(O)(O)CC,11.0,8,0
37345,C=NCC1(CC)OO1,12.0,8,0
